scene_min_x,scene_min_z,scene_max_x,scene_max_z,render,collision,water
136,-96,140,-92,1,1,0
140,-96,144,-92,1,1,1
144,-96,148,-92,1,1,1
148,-96,152,-92,1,1,1
152,-96,156,-92,1,1,1
156,-96,160,-92,1,1,1
160,-96,164,-92,1,1,1
164,-96,168,-92,1,1,1
168,-96,172,-92,1,1,1
172,-96,176,-92,1,1,0
176,-96,180,-92,1,1,0
224,-96,228,-92,1,1,0
228,-96,232,-92,1,1,0
232,-96,236,-92,1,1,0
236,-96,240,-92,1,1,0
240,-96,244,-92,1,1,0
244,-96,248,-92,1,1,0
248,-96,252,-92,1,1,0
252,-96,256,-92,1,1,0
256,-96,260,-92,1,1,0
392,-96,396,-92,1,1,0
396,-96,400,-92,1,1,0
400,-96,404,-92,1,1,0
48,-92,52,-88,1,1,0
52,-92,56,-88,1,1,0
56,-92,60,-88,1,1,0
60,-92,64,-88,1,1,0
64,-92,68,-88,1,1,0
68,-92,72,-88,1,1,0
72,-92,76,-88,1,1,0
76,-92,80,-88,1,1,0
80,-92,84,-88,1,1,0
84,-92,88,-88,1,1,0
88,-92,92,-88,1,1,0
100,-92,104,-88,1,1,0
104,-92,108,-88,1,1,0
108,-92,112,-88,1,1,0
112,-92,116,-88,1,1,0
116,-92,120,-88,1,1,0
120,-92,124,-88,1,1,0
124,-92,128,-88,1,1,0
128,-92,132,-88,1,1,0
132,-92,136,-88,1,1,0
136,-92,140,-88,1,1,0
140,-92,144,-88,1,1,0
144,-92,148,-88,1,1,0
148,-92,152,-88,1,1,1
152,-92,156,-88,1,1,1
156,-92,160,-88,1,1,1
160,-92,164,-88,1,1,1
164,-92,168,-88,1,1,1
168,-92,172,-88,1,1,1
172,-92,176,-88,1,1,1
176,-92,180,-88,1,1,1
180,-92,184,-88,1,1,1
184,-92,188,-88,1,1,1
188,-92,192,-88,1,1,1
192,-92,196,-88,1,1,0
196,-92,200,-88,1,1,0
200,-92,204,-88,1,1,0
204,-92,208,-88,1,1,0
208,-92,212,-88,1,1,0
212,-92,216,-88,1,1,0
216,-92,220,-88,1,1,0
220,-92,224,-88,1,1,0
224,-92,228,-88,1,1,0
228,-92,232,-88,1,1,0
232,-92,236,-88,1,1,0
236,-92,240,-88,1,1,0
240,-92,244,-88,1,1,0
244,-92,248,-88,1,1,0
248,-92,252,-88,1,1,0
252,-92,256,-88,1,1,0
256,-92,260,-88,1,1,0
396,-92,400,-88,1,1,0
400,-92,404,-88,1,1,0
60,-88,64,-84,1,1,0
64,-88,68,-84,1,1,0
68,-88,72,-84,1,1,0
72,-88,76,-84,1,1,0
76,-88,80,-84,1,1,0
80,-88,84,-84,1,1,0
84,-88,88,-84,1,1,0
88,-88,92,-84,1,1,0
100,-88,104,-84,1,1,0
104,-88,108,-84,1,1,0
108,-88,112,-84,1,1,0
112,-88,116,-84,1,1,0
116,-88,120,-84,1,1,0
120,-88,124,-84,1,1,0
124,-88,128,-84,1,1,0
128,-88,132,-84,1,1,0
132,-88,136,-84,1,1,0
136,-88,140,-84,1,1,0
140,-88,144,-84,1,1,0
144,-88,148,-84,1,1,0
148,-88,152,-84,1,1,0
152,-88,156,-84,1,1,0
156,-88,160,-84,1,1,1
160,-88,164,-84,1,1,1
164,-88,168,-84,1,1,1
168,-88,172,-84,1,1,1
172,-88,176,-84,1,1,1
176,-88,180,-84,1,1,1
180,-88,184,-84,1,1,1
184,-88,188,-84,1,1,1
188,-88,192,-84,1,1,0
192,-88,196,-84,1,1,0
196,-88,200,-84,1,1,0
200,-88,204,-84,1,1,0
204,-88,208,-84,1,1,0
208,-88,212,-84,1,1,0
212,-88,216,-84,1,1,0
216,-88,220,-84,1,1,0
220,-88,224,-84,1,1,0
224,-88,228,-84,1,1,0
228,-88,232,-84,1,1,0
232,-88,236,-84,1,1,0
236,-88,240,-84,1,1,0
240,-88,244,-84,1,1,0
244,-88,248,-84,1,1,0
248,-88,252,-84,1,1,0
252,-88,256,-84,1,1,0
36,-84,40,-80,1,1,0
40,-84,44,-80,1,1,0
44,-84,48,-80,1,1,0
48,-84,52,-80,1,1,0
52,-84,56,-80,1,1,0
56,-84,60,-80,1,1,0
60,-84,64,-80,1,1,0
64,-84,68,-80,1,1,0
68,-84,72,-80,1,1,0
72,-84,76,-80,1,1,0
76,-84,80,-80,1,1,0
80,-84,84,-80,1,1,0
84,-84,88,-80,1,1,0
88,-84,92,-80,1,1,0
92,-84,96,-80,1,1,0
96,-84,100,-80,1,1,0
100,-84,104,-80,1,1,0
104,-84,108,-80,1,1,0
108,-84,112,-80,1,1,0
112,-84,116,-80,1,1,0
116,-84,120,-80,1,1,0
120,-84,124,-80,1,1,0
124,-84,128,-80,1,1,0
128,-84,132,-80,1,1,0
132,-84,136,-80,1,1,0
136,-84,140,-80,1,1,0
140,-84,144,-80,1,1,0
144,-84,148,-80,1,1,0
148,-84,152,-80,1,1,0
152,-84,156,-80,1,1,0
156,-84,160,-80,1,1,0
160,-84,164,-80,1,1,1
164,-84,168,-80,1,1,1
168,-84,172,-80,1,1,1
172,-84,176,-80,1,1,1
176,-84,180,-80,1,1,1
180,-84,184,-80,1,1,1
184,-84,188,-80,1,1,1
188,-84,192,-80,1,1,0
192,-84,196,-80,1,1,0
196,-84,200,-80,1,1,0
200,-84,204,-80,1,1,0
204,-84,208,-80,1,1,0
208,-84,212,-80,1,1,0
212,-84,216,-80,1,1,0
216,-84,220,-80,1,1,0
220,-84,224,-80,1,1,0
224,-84,228,-80,1,1,0
228,-84,232,-80,1,1,0
232,-84,236,-80,1,1,0
236,-84,240,-80,1,1,0
240,-84,244,-80,1,1,0
244,-84,248,-80,1,1,0
248,-84,252,-80,1,1,0
252,-84,256,-80,1,1,0
256,-84,260,-80,1,1,0
36,-80,40,-76,1,1,0
40,-80,44,-76,1,1,0
44,-80,48,-76,1,1,0
48,-80,52,-76,1,1,0
52,-80,56,-76,1,1,0
56,-80,60,-76,1,1,0
60,-80,64,-76,1,1,0
64,-80,68,-76,1,1,0
68,-80,72,-76,1,1,1
72,-80,76,-76,1,1,1
76,-80,80,-76,1,1,1
80,-80,84,-76,1,1,1
84,-80,88,-76,1,1,1
88,-80,92,-76,1,1,1
92,-80,96,-76,1,1,1
96,-80,100,-76,1,1,1
100,-80,104,-76,1,1,1
104,-80,108,-76,1,1,1
108,-80,112,-76,1,1,1
112,-80,116,-76,1,1,1
116,-80,120,-76,1,1,1
120,-80,124,-76,1,1,1
124,-80,128,-76,1,1,1
128,-80,132,-76,1,1,1
132,-80,136,-76,1,1,0
136,-80,140,-76,1,1,0
140,-80,144,-76,1,1,0
144,-80,148,-76,1,1,0
148,-80,152,-76,1,1,0
152,-80,156,-76,1,1,0
156,-80,160,-76,1,1,0
160,-80,164,-76,1,1,0
164,-80,168,-76,1,1,0
168,-80,172,-76,1,1,0
172,-80,176,-76,1,1,1
176,-80,180,-76,1,1,1
180,-80,184,-76,1,1,1
184,-80,188,-76,1,1,1
188,-80,192,-76,1,1,0
192,-80,196,-76,1,1,0
196,-80,200,-76,1,1,0
200,-80,204,-76,1,1,0
204,-80,208,-76,1,1,0
208,-80,212,-76,1,1,0
212,-80,216,-76,1,1,0
216,-80,220,-76,1,1,0
220,-80,224,-76,1,1,0
224,-80,228,-76,1,1,0
228,-80,232,-76,1,1,0
232,-80,236,-76,1,1,0
236,-80,240,-76,1,1,0
240,-80,244,-76,1,1,0
244,-80,248,-76,1,1,0
248,-80,252,-76,1,1,0
252,-80,256,-76,1,1,0
256,-80,260,-76,1,1,0
36,-76,40,-72,1,1,0
40,-76,44,-72,1,1,0
44,-76,48,-72,1,1,0
48,-76,52,-72,1,1,0
52,-76,56,-72,1,1,0
56,-76,60,-72,1,1,0
60,-76,64,-72,1,1,0
64,-76,68,-72,1,1,1
68,-76,72,-72,1,1,1
72,-76,76,-72,1,1,1
76,-76,80,-72,1,1,1
80,-76,84,-72,1,1,1
84,-76,88,-72,1,1,1
88,-76,92,-72,1,1,1
92,-76,96,-72,1,1,1
96,-76,100,-72,1,1,1
100,-76,104,-72,1,1,1
104,-76,108,-72,1,1,1
108,-76,112,-72,1,1,1
112,-76,116,-72,1,1,1
116,-76,120,-72,1,1,1
120,-76,124,-72,1,1,1
124,-76,128,-72,1,1,1
128,-76,132,-72,1,1,1
132,-76,136,-72,1,1,1
136,-76,140,-72,1,1,1
140,-76,144,-72,1,1,1
144,-76,148,-72,1,1,0
148,-76,152,-72,1,1,0
152,-76,156,-72,1,1,0
156,-76,160,-72,1,1,0
160,-76,164,-72,1,1,0
164,-76,168,-72,1,1,0
168,-76,172,-72,1,1,0
172,-76,176,-72,1,1,0
176,-76,180,-72,1,1,0
180,-76,184,-72,1,1,0
184,-76,188,-72,1,1,0
188,-76,192,-72,1,1,0
192,-76,196,-72,1,1,0
196,-76,200,-72,1,1,0
200,-76,204,-72,1,1,0
212,-76,216,-72,1,1,0
216,-76,220,-72,1,1,0
220,-76,224,-72,1,1,0
224,-76,228,-72,1,1,0
228,-76,232,-72,1,1,1
232,-76,236,-72,1,1,1
236,-76,240,-72,1,1,1
240,-76,244,-72,1,1,1
244,-76,248,-72,1,1,1
248,-76,252,-72,1,1,0
252,-76,256,-72,1,1,0
256,-76,260,-72,1,1,0
36,-72,40,-68,1,1,0
40,-72,44,-68,1,1,0
44,-72,48,-68,1,1,0
48,-72,52,-68,1,1,0
52,-72,56,-68,1,1,0
56,-72,60,-68,1,1,0
60,-72,64,-68,1,1,1
64,-72,68,-68,1,1,1
68,-72,72,-68,1,1,1
72,-72,76,-68,1,1,1
76,-72,80,-68,1,1,1
80,-72,84,-68,1,1,1
84,-72,88,-68,1,1,1
88,-72,92,-68,1,1,1
92,-72,96,-68,1,1,1
96,-72,100,-68,1,1,1
100,-72,104,-68,1,1,1
104,-72,108,-68,1,1,1
108,-72,112,-68,1,1,1
112,-72,116,-68,1,1,1
116,-72,120,-68,1,1,1
120,-72,124,-68,1,1,1
124,-72,128,-68,1,1,1
128,-72,132,-68,1,1,1
132,-72,136,-68,1,1,1
136,-72,140,-68,1,1,1
140,-72,144,-68,1,1,1
144,-72,148,-68,1,1,1
148,-72,152,-68,1,1,1
152,-72,156,-68,1,1,0
156,-72,160,-68,1,1,0
160,-72,164,-68,1,1,0
164,-72,168,-68,1,1,0
168,-72,172,-68,1,1,0
172,-72,176,-68,1,1,0
176,-72,180,-68,1,1,0
180,-72,184,-68,1,1,0
184,-72,188,-68,1,1,0
188,-72,192,-68,1,1,0
192,-72,196,-68,1,1,0
196,-72,200,-68,1,1,0
200,-72,204,-68,1,1,0
212,-72,216,-68,1,1,0
216,-72,220,-68,1,1,0
220,-72,224,-68,1,1,0
224,-72,228,-68,1,1,0
228,-72,232,-68,1,1,1
232,-72,236,-68,1,1,1
236,-72,240,-68,1,1,1
240,-72,244,-68,1,1,1
244,-72,248,-68,1,1,1
248,-72,252,-68,1,1,0
252,-72,256,-68,1,1,0
256,-72,260,-68,1,1,0
36,-68,40,-64,1,1,0
40,-68,44,-64,1,1,0
44,-68,48,-64,1,1,0
48,-68,52,-64,1,1,0
52,-68,56,-64,1,1,0
56,-68,60,-64,1,1,1
60,-68,64,-64,1,1,1
64,-68,68,-64,1,1,1
68,-68,72,-64,1,1,1
72,-68,76,-64,1,1,1
76,-68,80,-64,1,1,1
80,-68,84,-64,1,1,1
84,-68,88,-64,1,1,1
88,-68,92,-64,1,1,1
92,-68,96,-64,1,1,1
96,-68,100,-64,1,1,1
100,-68,104,-64,1,1,1
104,-68,108,-64,1,1,1
108,-68,112,-64,1,1,1
112,-68,116,-64,1,1,1
116,-68,120,-64,1,1,1
120,-68,124,-64,1,1,1
124,-68,128,-64,1,1,1
128,-68,132,-64,1,1,1
132,-68,136,-64,1,1,1
136,-68,140,-64,1,1,1
140,-68,144,-64,1,1,1
144,-68,148,-64,1,1,1
148,-68,152,-64,1,1,1
152,-68,156,-64,1,1,1
156,-68,160,-64,1,1,0
160,-68,164,-64,1,1,0
164,-68,168,-64,1,1,0
168,-68,172,-64,1,1,0
172,-68,176,-64,1,1,0
176,-68,180,-64,1,1,0
180,-68,184,-64,1,1,0
184,-68,188,-64,1,1,0
188,-68,192,-64,1,1,0
192,-68,196,-64,1,1,0
196,-68,200,-64,1,1,0
200,-68,204,-64,1,1,0
212,-68,216,-64,1,1,0
216,-68,220,-64,1,1,0
220,-68,224,-64,1,1,0
224,-68,228,-64,1,1,0
228,-68,232,-64,1,1,1
232,-68,236,-64,1,1,1
236,-68,240,-64,1,1,1
240,-68,244,-64,1,1,1
244,-68,248,-64,1,1,1
248,-68,252,-64,1,1,0
252,-68,256,-64,1,1,0
256,-68,260,-64,1,1,0
36,-64,40,-60,1,1,0
40,-64,44,-60,1,1,0
44,-64,48,-60,1,1,0
48,-64,52,-60,1,1,0
52,-64,56,-60,1,1,0
56,-64,60,-60,1,1,1
60,-64,64,-60,1,1,1
64,-64,68,-60,1,1,1
68,-64,72,-60,1,1,1
72,-64,76,-60,1,1,1
76,-64,80,-60,1,1,1
80,-64,84,-60,1,1,1
84,-64,88,-60,1,1,1
88,-64,92,-60,1,1,1
92,-64,96,-60,1,1,1
96,-64,100,-60,1,1,1
100,-64,104,-60,1,1,1
104,-64,108,-60,1,1,1
108,-64,112,-60,1,1,1
112,-64,116,-60,1,1,1
116,-64,120,-60,1,1,1
120,-64,124,-60,1,1,1
124,-64,128,-60,1,1,1
128,-64,132,-60,1,1,1
132,-64,136,-60,1,1,1
136,-64,140,-60,1,1,1
140,-64,144,-60,1,1,1
144,-64,148,-60,1,1,1
148,-64,152,-60,1,1,1
152,-64,156,-60,1,1,1
156,-64,160,-60,1,1,1
160,-64,164,-60,1,1,1
164,-64,168,-60,1,1,0
168,-64,172,-60,1,1,0
172,-64,176,-60,1,1,0
176,-64,180,-60,1,1,0
180,-64,184,-60,1,1,0
184,-64,188,-60,1,1,0
188,-64,192,-60,1,1,0
192,-64,196,-60,1,1,0
196,-64,200,-60,1,1,0
200,-64,204,-60,1,1,0
212,-64,216,-60,1,1,0
216,-64,220,-60,1,1,0
220,-64,224,-60,1,1,0
224,-64,228,-60,1,1,0
228,-64,232,-60,1,1,1
232,-64,236,-60,1,1,1
236,-64,240,-60,1,1,1
240,-64,244,-60,1,1,1
244,-64,248,-60,1,1,1
248,-64,252,-60,1,1,0
252,-64,256,-60,1,1,0
256,-64,260,-60,1,1,0
36,-60,40,-56,1,1,0
40,-60,44,-56,1,1,0
44,-60,48,-56,1,1,0
48,-60,52,-56,1,1,0
52,-60,56,-56,1,1,0
56,-60,60,-56,1,1,1
60,-60,64,-56,1,1,1
64,-60,68,-56,1,1,1
68,-60,72,-56,1,1,1
72,-60,76,-56,1,1,1
76,-60,80,-56,1,1,1
80,-60,84,-56,1,1,1
84,-60,88,-56,1,1,1
88,-60,92,-56,1,1,1
92,-60,96,-56,1,1,1
96,-60,100,-56,1,1,1
100,-60,104,-56,1,1,1
104,-60,108,-56,1,1,1
108,-60,112,-56,1,1,1
112,-60,116,-56,1,1,1
116,-60,120,-56,1,1,1
120,-60,124,-56,1,1,1
124,-60,128,-56,1,1,1
128,-60,132,-56,1,1,1
132,-60,136,-56,1,1,1
136,-60,140,-56,1,1,1
140,-60,144,-56,1,1,1
144,-60,148,-56,1,1,1
148,-60,152,-56,1,1,1
152,-60,156,-56,1,1,1
156,-60,160,-56,1,1,1
160,-60,164,-56,1,1,1
164,-60,168,-56,1,1,1
168,-60,172,-56,1,1,1
172,-60,176,-56,1,1,1
176,-60,180,-56,1,1,1
180,-60,184,-56,1,1,0
184,-60,188,-56,1,1,1
188,-60,192,-56,1,1,1
192,-60,196,-56,1,1,0
196,-60,200,-56,1,1,0
200,-60,204,-56,1,1,0
204,-60,208,-56,1,1,0
208,-60,212,-56,1,1,0
212,-60,216,-56,1,1,0
216,-60,220,-56,1,1,0
220,-60,224,-56,1,1,0
224,-60,228,-56,1,1,0
228,-60,232,-56,1,1,1
232,-60,236,-56,1,1,1
236,-60,240,-56,1,1,1
240,-60,244,-56,1,1,1
244,-60,248,-56,1,1,1
248,-60,252,-56,1,1,0
252,-60,256,-56,1,1,0
256,-60,260,-56,1,1,0
36,-56,40,-52,1,1,0
40,-56,44,-52,1,1,0
44,-56,48,-52,1,1,0
48,-56,52,-52,1,1,0
52,-56,56,-52,1,1,0
56,-56,60,-52,1,1,1
60,-56,64,-52,1,1,1
64,-56,68,-52,1,1,1
68,-56,72,-52,1,1,1
72,-56,76,-52,1,1,1
76,-56,80,-52,1,1,1
80,-56,84,-52,1,1,1
84,-56,88,-52,1,1,1
88,-56,92,-52,1,1,1
92,-56,96,-52,1,1,1
96,-56,100,-52,1,1,1
100,-56,104,-52,1,1,1
104,-56,108,-52,1,1,0
108,-56,112,-52,1,1,0
112,-56,116,-52,1,1,0
116,-56,120,-52,1,1,0
120,-56,124,-52,1,1,0
124,-56,128,-52,1,1,0
128,-56,132,-52,1,1,0
132,-56,136,-52,1,1,1
136,-56,140,-52,1,1,1
140,-56,144,-52,1,1,1
144,-56,148,-52,1,1,1
148,-56,152,-52,1,1,1
152,-56,156,-52,1,1,1
156,-56,160,-52,1,1,1
160,-56,164,-52,1,1,1
164,-56,168,-52,1,1,1
168,-56,172,-52,1,1,1
172,-56,176,-52,1,1,1
176,-56,180,-52,1,1,1
180,-56,184,-52,1,1,1
184,-56,188,-52,1,1,1
188,-56,192,-52,1,1,1
192,-56,196,-52,1,1,1
196,-56,200,-52,1,1,1
200,-56,204,-52,1,1,1
204,-56,208,-52,1,1,1
208,-56,212,-52,1,1,1
212,-56,216,-52,1,1,1
216,-56,220,-52,1,1,1
220,-56,224,-52,1,1,1
224,-56,228,-52,1,1,1
228,-56,232,-52,1,1,1
232,-56,236,-52,1,1,1
236,-56,240,-52,1,1,1
240,-56,244,-52,1,1,1
244,-56,248,-52,1,1,1
248,-56,252,-52,1,1,0
252,-56,256,-52,1,1,0
256,-56,260,-52,1,1,0
36,-52,40,-48,1,1,0
40,-52,44,-48,1,1,0
44,-52,48,-48,1,1,0
48,-52,52,-48,1,1,0
52,-52,56,-48,1,1,0
56,-52,60,-48,1,1,1
60,-52,64,-48,1,1,1
64,-52,68,-48,1,1,1
68,-52,72,-48,1,1,1
72,-52,76,-48,1,1,1
76,-52,80,-48,1,1,1
80,-52,84,-48,1,1,1
84,-52,88,-48,1,1,1
88,-52,92,-48,1,1,1
92,-52,96,-48,1,1,1
96,-52,100,-48,1,1,1
100,-52,104,-48,1,1,0
104,-52,108,-48,1,1,0
108,-52,112,-48,1,1,0
112,-52,116,-48,1,1,0
116,-52,120,-48,1,1,0
120,-52,124,-48,1,1,0
124,-52,128,-48,1,1,0
128,-52,132,-48,1,1,0
132,-52,136,-48,1,1,0
136,-52,140,-48,1,1,0
140,-52,144,-48,1,1,1
144,-52,148,-48,1,1,1
148,-52,152,-48,1,1,1
152,-52,156,-48,1,1,1
156,-52,160,-48,1,1,1
160,-52,164,-48,1,1,1
164,-52,168,-48,1,1,1
168,-52,172,-48,1,1,1
172,-52,176,-48,1,1,1
176,-52,180,-48,1,1,1
180,-52,184,-48,1,1,1
184,-52,188,-48,1,1,1
188,-52,192,-48,1,1,1
192,-52,196,-48,1,1,1
196,-52,200,-48,1,1,1
200,-52,204,-48,1,1,1
204,-52,208,-48,1,1,1
208,-52,212,-48,1,1,1
212,-52,216,-48,1,1,1
216,-52,220,-48,1,1,1
220,-52,224,-48,1,1,1
224,-52,228,-48,1,1,1
228,-52,232,-48,1,1,1
232,-52,236,-48,1,1,1
236,-52,240,-48,1,1,1
240,-52,244,-48,1,1,1
244,-52,248,-48,1,1,1
248,-52,252,-48,1,1,0
252,-52,256,-48,1,1,0
256,-52,260,-48,1,1,0
36,-48,40,-44,1,1,0
40,-48,44,-44,1,1,0
44,-48,48,-44,1,1,0
48,-48,52,-44,1,1,0
52,-48,56,-44,1,1,0
56,-48,60,-44,1,1,1
60,-48,64,-44,1,1,1
64,-48,68,-44,1,1,1
68,-48,72,-44,1,1,1
72,-48,76,-44,1,1,1
76,-48,80,-44,1,1,1
80,-48,84,-44,1,1,1
84,-48,88,-44,1,1,1
88,-48,92,-44,1,1,1
92,-48,96,-44,1,1,0
96,-48,100,-44,1,1,0
100,-48,104,-44,1,1,0
104,-48,108,-44,1,1,0
108,-48,112,-44,1,1,0
112,-48,116,-44,1,1,0
116,-48,120,-44,1,1,0
120,-48,124,-44,1,1,0
124,-48,128,-44,1,1,0
128,-48,132,-44,1,1,0
132,-48,136,-44,1,1,0
136,-48,140,-44,1,1,0
140,-48,144,-44,1,1,0
144,-48,148,-44,1,1,1
148,-48,152,-44,1,1,1
152,-48,156,-44,1,1,1
156,-48,160,-44,1,1,1
160,-48,164,-44,1,1,1
164,-48,168,-44,1,1,1
168,-48,172,-44,1,1,1
172,-48,176,-44,1,1,1
176,-48,180,-44,1,1,1
180,-48,184,-44,1,1,1
184,-48,188,-44,1,1,1
188,-48,192,-44,1,1,1
192,-48,196,-44,1,1,1
196,-48,200,-44,1,1,1
200,-48,204,-44,1,1,1
204,-48,208,-44,1,1,1
208,-48,212,-44,1,1,1
212,-48,216,-44,1,1,1
216,-48,220,-44,1,1,1
220,-48,224,-44,1,1,1
224,-48,228,-44,1,1,1
228,-48,232,-44,1,1,1
232,-48,236,-44,1,1,1
236,-48,240,-44,1,1,1
240,-48,244,-44,1,1,1
244,-48,248,-44,1,1,1
248,-48,252,-44,1,1,0
252,-48,256,-44,1,1,0
256,-48,260,-44,1,1,0
36,-44,40,-40,1,1,0
40,-44,44,-40,1,1,0
44,-44,48,-40,1,1,0
48,-44,52,-40,1,1,0
52,-44,56,-40,1,1,0
56,-44,60,-40,1,1,0
60,-44,64,-40,1,1,0
64,-44,68,-40,1,1,0
68,-44,72,-40,1,1,0
72,-44,76,-40,1,1,0
76,-44,80,-40,1,1,0
80,-44,84,-40,1,1,0
84,-44,88,-40,1,1,0
88,-44,92,-40,1,1,0
92,-44,96,-40,1,1,0
96,-44,100,-40,1,1,0
100,-44,104,-40,1,1,0
104,-44,108,-40,1,1,0
108,-44,112,-40,1,1,0
112,-44,116,-40,1,1,0
116,-44,120,-40,1,1,0
120,-44,124,-40,1,1,0
124,-44,128,-40,1,1,0
128,-44,132,-40,1,1,0
132,-44,136,-40,1,1,0
136,-44,140,-40,1,1,0
140,-44,144,-40,1,1,0
144,-44,148,-40,1,1,0
148,-44,152,-40,1,1,1
152,-44,156,-40,1,1,1
156,-44,160,-40,1,1,1
160,-44,164,-40,1,1,1
164,-44,168,-40,1,1,1
168,-44,172,-40,1,1,1
172,-44,176,-40,1,1,1
176,-44,180,-40,1,1,1
180,-44,184,-40,1,1,1
184,-44,188,-40,1,1,1
188,-44,192,-40,1,1,1
192,-44,196,-40,1,1,1
196,-44,200,-40,1,1,1
200,-44,204,-40,1,1,1
204,-44,208,-40,1,1,1
208,-44,212,-40,1,1,1
212,-44,216,-40,1,1,1
216,-44,220,-40,1,1,1
220,-44,224,-40,1,1,1
224,-44,228,-40,1,1,1
228,-44,232,-40,1,1,1
232,-44,236,-40,1,1,1
236,-44,240,-40,1,1,1
240,-44,244,-40,1,1,0
244,-44,248,-40,1,1,0
248,-44,252,-40,1,1,0
252,-44,256,-40,1,1,0
256,-44,260,-40,1,1,0
36,-40,40,-36,1,1,0
40,-40,44,-36,1,1,0
44,-40,48,-36,1,1,0
48,-40,52,-36,1,1,0
52,-40,56,-36,1,1,0
56,-40,60,-36,1,1,0
60,-40,64,-36,1,1,0
64,-40,68,-36,1,1,0
68,-40,72,-36,1,1,0
72,-40,76,-36,1,1,0
76,-40,80,-36,1,1,0
80,-40,84,-36,1,1,0
84,-40,88,-36,1,1,0
88,-40,92,-36,1,1,0
92,-40,96,-36,1,1,0
96,-40,100,-36,1,1,0
100,-40,104,-36,1,1,0
104,-40,108,-36,1,1,0
108,-40,112,-36,1,1,0
112,-40,116,-36,1,1,0
116,-40,120,-36,1,1,0
120,-40,124,-36,1,1,0
124,-40,128,-36,1,1,0
128,-40,132,-36,1,1,0
132,-40,136,-36,1,1,0
136,-40,140,-36,1,1,0
140,-40,144,-36,1,1,0
144,-40,148,-36,1,1,0
148,-40,152,-36,1,1,0
152,-40,156,-36,1,1,1
156,-40,160,-36,1,1,1
160,-40,164,-36,1,1,1
164,-40,168,-36,1,1,1
168,-40,172,-36,1,1,1
172,-40,176,-36,1,1,1
176,-40,180,-36,1,1,1
180,-40,184,-36,1,1,1
184,-40,188,-36,1,1,1
188,-40,192,-36,1,1,1
192,-40,196,-36,1,1,1
196,-40,200,-36,1,1,1
200,-40,204,-36,1,1,1
204,-40,208,-36,1,1,1
208,-40,212,-36,1,1,1
212,-40,216,-36,1,1,1
216,-40,220,-36,1,1,1
220,-40,224,-36,1,1,1
224,-40,228,-36,1,1,1
228,-40,232,-36,1,1,0
232,-40,236,-36,1,1,0
236,-40,240,-36,1,1,0
240,-40,244,-36,1,1,0
244,-40,248,-36,1,1,0
248,-40,252,-36,1,1,0
252,-40,256,-36,1,1,0
256,-40,260,-36,1,1,0
116,-36,120,-32,1,1,0
120,-36,124,-32,1,1,0
124,-36,128,-32,1,1,0
128,-36,132,-32,1,1,0
132,-36,136,-32,1,1,0
136,-36,140,-32,1,1,0
140,-36,144,-32,1,1,0
144,-36,148,-32,1,1,0
148,-36,152,-32,1,1,0
152,-36,156,-32,1,1,0
156,-36,160,-32,1,1,0
160,-36,164,-32,1,1,0
164,-36,168,-32,1,1,1
168,-36,172,-32,1,1,1
172,-36,176,-32,1,1,1
176,-36,180,-32,1,1,1
180,-36,184,-32,1,1,1
184,-36,188,-32,1,1,0
188,-36,192,-32,1,1,0
192,-36,196,-32,1,1,0
196,-36,200,-32,1,1,0
200,-36,204,-32,1,1,0
204,-36,208,-32,1,1,0
208,-36,212,-32,1,1,0
212,-36,216,-32,1,1,0
216,-36,220,-32,1,1,0
220,-36,224,-32,1,1,0
224,-36,228,-32,1,1,0
228,-36,232,-32,1,1,0
232,-36,236,-32,1,1,0
236,-36,240,-32,1,1,0
240,-36,244,-32,1,1,0
132,-32,136,-28,1,1,0
136,-32,140,-28,1,1,0
140,-32,144,-28,1,1,0
144,-32,148,-28,1,1,0
148,-32,152,-28,1,1,0
152,-32,156,-28,1,1,0
156,-32,160,-28,1,1,0
160,-32,164,-28,1,1,0
164,-32,168,-28,1,1,0
196,-32,200,-28,1,1,0
200,-32,204,-28,1,1,0
204,-32,208,-28,1,1,0
208,-32,212,-28,1,1,0
212,-32,216,-28,1,1,0
216,-32,220,-28,1,1,0
220,-32,224,-28,1,1,0
224,-32,228,-28,1,1,0
228,-32,232,-28,1,1,0
232,-32,236,-28,1,1,0
236,-32,240,-28,1,1,0
240,-32,244,-28,1,1,0
132,-28,136,-24,1,1,0
136,-28,140,-24,1,1,0
140,-28,144,-24,1,1,0
152,-28,156,-24,1,1,0
156,-28,160,-24,1,1,0
160,-28,164,-24,1,1,0
164,-28,168,-24,1,1,0
196,-28,200,-24,1,1,0
200,-28,204,-24,1,1,0
204,-28,208,-24,1,1,0
208,-28,212,-24,1,1,0
212,-28,216,-24,1,1,0
216,-28,220,-24,1,1,0
220,-28,224,-24,1,1,0
224,-28,228,-24,1,1,0
228,-28,232,-24,1,1,0
232,-28,236,-24,1,1,0
236,-28,240,-24,1,1,0
240,-28,244,-24,1,1,0
196,-24,200,-20,1,1,0
200,-24,204,-20,1,1,0
204,-24,208,-20,1,1,0
208,-24,212,-20,1,1,0
212,-24,216,-20,1,1,0
216,-24,220,-20,1,1,0
220,-24,224,-20,1,1,0
224,-24,228,-20,1,1,0
228,-24,232,-20,1,1,0
232,-24,236,-20,1,1,0
236,-24,240,-20,1,1,0
240,-24,244,-20,1,1,0
196,-20,200,-16,1,1,0
