"Race","Source","Dat","Schedule","ChunkIndex","Offset","Size","Tokens","MotionRefs","OtherRefs"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","lc00","36","6816","224","sk1,vsng","sk1","vsng"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","kf&h","37","7040","144","sefl,sehp","","sefl,sehp"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","cabk","38","7184","192","hwmg,mb0,ner1","mb0","hwmg,ner1"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","cawh","39","7376","192","hwmg,mw0,ner2","mw0","hwmg,ner2"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","cast","40","7568","160","mb0","mb0",""
"Galka","Skeleton + Base Tex","ROM/56/59.dat","res2","41","7728","192","rx2","rx2",""
"Galka","Skeleton + Base Tex","ROM/56/59.dat","shit","42","7920","176","chit,hwmg,ssit,wash","","chit,hwmg,ssit,wash"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","res0","43","8096","224","rx0,rx1","rx0,rx1",""
"Galka","Skeleton + Base Tex","ROM/56/59.dat","shlg","44","8320","160","hwso,wash","","hwso,wash"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","calg","45","8480","144","hwso","","hwso"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","stnd","46","8624","160","std","std",""
"Galka","Skeleton + Base Tex","ROM/56/59.dat","sssm","47","8784","192","ms1,ms2","ms1,ms2",""
"Galka","Skeleton + Base Tex","ROM/56/59.dat","shsm","48","8976","192","hwmg,eis2,stsm,sssm,wash","","hwmg,eis2,stsm,sssm,wash"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","shnj","49","9168","192","hwmg,ner3,stnj,ssnj,wash","","hwmg,ner3,stnj,ssnj,wash"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","ssnj","50","9360","192","mn1,mn2","mn1,mn2",""
"Galka","Skeleton + Base Tex","ROM/56/59.dat","casm","51","9552","192","ms0,hwmg,ner4","ms0","hwmg,ner4"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","canj","52","9744","192","mn0,hwmg,sei5","mn0","hwmg,sei5"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","cait","53","9936","224","hwmg,mi0,mi1","mi0,mi1","hwmg"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","sit0","54","10160","224","si0,si1","si0,si1",""
"Galka","Skeleton + Base Tex","ROM/56/59.dat","sit1","55","10384","160","si1","si1",""
"Galka","Skeleton + Base Tex","ROM/56/59.dat","sit2","56","10544","192","si2","si2",""
"Galka","Skeleton + Base Tex","ROM/56/59.dat","lc01","57","10736","240","hwso,sf0,sefl,sf1","sf0,sf1","hwso,sefl"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","ls01","58","10976","224","lc01,hwso,sf2,sefl","sf2","lc01,hwso,sefl"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","ls02","59","11200","224","lc02,hwso,sh2,sehp","sh2","lc02,hwso,sehp"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","lc02","60","11424","240","hwso,sh0,sehp,sh1","sh0,sh1","hwso,sehp"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","lc05","61","11664","224","na0,lgin,na1","na0,na1","lgin"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","ls05","62","11888","240","lc05,hwso,na3,kalg,ldad","na3","lc05,hwso,kalg,ldad"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","lc03","63","12128","224","gu0,lgin,gu1","gu0,gu1","lgin"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","ls03","64","12352","240","lc03,gu2,kalg,ldad,lgot","gu2","lc03,kalg,ldad,lgot"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","lc04","65","12592","224","na0,lgin,na1","na0,na1","lgin"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","ls04","66","12816","272","lc04,hwso,na2,kalg,ldad,chlg,lgot","na2","lc04,hwso,kalg,ldad,chlg,lgot"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","lc06","67","13088","224","yu0,lgin,yu1","yu0,yu1","lgin"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","ls06","68","13312","240","lc06,yu2,kalg,ldad,lgot","yu2","lc06,kalg,ldad,lgot"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","gur1","69","13552","192","chit,sdam,vdam","","chit,sdam,vdam"
"Galka","Skeleton + Base Tex","ROM/56/59.dat","shfa","70","13744","192","hwmg,stfa,eifa,sssm,wash","","hwmg,stfa,eifa,sssm,wash"
"Galka","Animation set 0","ROM/60/112.dat","ati2","1","32","224","at4,skaz,dada","at4","skaz,dada"
"Galka","Animation set 0","ROM/60/112.dat","bti1","2","256","224","at3,skaz,dada","at3","skaz,dada"
"Galka","Animation set 0","ROM/60/112.dat","atk0","3","480","160","hwat,vatk","","hwat,vatk"
"Galka","Animation set 0","ROM/60/112.dat","cnt0","4","640","160","hwat,vswy","","hwat,vswy"
"Galka","Animation set 0","ROM/60/112.dat","cnf0","5","800","208","amf,skaz,dcnt","amf","skaz,dcnt"
"Galka","Animation set 0","ROM/60/112.dat","cnb0","6","1008","208","amf,skaz,dcnt","amf","skaz,dcnt"
"Galka","Animation set 0","ROM/60/112.dat","cni0","7","1216","224","at2,skaz,dcnt","at2","skaz,dcnt"
"Galka","Animation set 0","ROM/60/112.dat","cnr0","8","1440","208","amr,skaz,dcnt","amr","skaz,dcnt"
"Galka","Animation set 0","ROM/60/112.dat","cnl0","9","1648","208","aml,skaz,dcnt","aml","skaz,dcnt"
"Galka","Animation set 0","ROM/60/112.dat","atf0","10","1856","208","amf,skaz,dada","amf","skaz,dada"
"Galka","Animation set 0","ROM/60/112.dat","out1","11","2064","208","ot0,sotr","ot0","sotr"
"Galka","Animation set 0","ROM/60/112.dat","in 1","12","2272","208","in0,sinr","in0","sinr"
"Galka","Animation set 0","ROM/60/112.dat","atb0","13","2480","208","amf,skaz,dada","amf","skaz,dada"
"Galka","Animation set 0","ROM/60/112.dat","ati0","14","2688","224","at0,skaz,dada","at0","skaz,dada"
"Galka","Animation set 0","ROM/60/112.dat","ati1","15","2912","224","at1,skaz,dada","at1","skaz,dada"
"Galka","Animation set 0","ROM/60/112.dat","bti0","16","3136","224","at2,skaz,dada","at2","skaz,dada"
"Galka","Animation set 0","ROM/60/112.dat","atr0","17","3360","208","amr,skaz,dada","amr","skaz,dada"
"Galka","Animation set 0","ROM/60/112.dat","atl0","18","3568","208","aml,skaz,dada","aml","skaz,dada"
"Galka","Animation set 0","ROM/60/112.dat","in 0","19","3776","208","ina,sinr","ina","sinr"
"Galka","Animation set 0","ROM/60/112.dat","out0","20","3984","208","ota,sotr","ota","sotr"
"Galka","Animation set 0","ROM/60/112.dat","dti0","21","4192","224","wa5,skaz,dada","wa5","skaz,dada"
"Galka","Animation set 0","ROM/60/112.dat","cti0","22","4416","224","wa4,skaz,dada","wa4","skaz,dada"
"Galka","Animation set 1","ROM/61/8.dat","em02","1","32","160","sl1","sl1",""
"Galka","Animation set 1","ROM/61/8.dat","em01","2","192","160","poi","poi",""
"Galka","Animation set 1","ROM/61/8.dat","em06","3","352","160","lau","lau",""
"Galka","Animation set 1","ROM/61/8.dat","em00","4","512","160","bow","bow",""
"Galka","Animation set 1","ROM/61/8.dat","em04","5","672","160","sl3","sl3",""
"Galka","Animation set 1","ROM/61/8.dat","em03","6","832","160","sl2","sl2",""
"Galka","Animation set 1","ROM/61/8.dat","em07","7","992","160","wee","wee",""
"Galka","Animation set 1","ROM/61/8.dat","em05","8","1152","160","kne","kne",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","cafa","3","576","192","ms0,hwmg,nefa","ms0","hwmg,nefa"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ls10","4","768","272","lc10,stgh,eigh,gh2","gh2","lc10,stgh,eigh"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","lc11","5","1040","288","stgc,negc,gc0,gc1","gc0,gc1","stgc,negc"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","gur1","6","1328","192","chit,sdam,vdam","","chit,sdam,vdam"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ls06","7","1520","240","lc06,yu2,kalg,ldad,lgot","yu2","lc06,kalg,ldad,lgot"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","lc06","8","1760","224","yu0,lgin,yu1","yu0,yu1","lgin"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ls04","9","1984","272","lc04,hwso,na2,kalg,ldad,chlg,lgot","na2","lc04,hwso,kalg,ldad,chlg,lgot"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","lc04","10","2256","224","na0,lgin,na1","na0,na1","lgin"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ls03","11","2480","240","lc03,gu2,kalg,ldad,lgot","gu2","lc03,kalg,ldad,lgot"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","lc03","12","2720","224","gu0,lgin,gu1","gu0,gu1","lgin"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","lc05","13","2944","224","na0,lgin,na1","na0,na1","lgin"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ls05","14","3168","240","lc05,hwso,na3,kalg,ldad","na3","lc05,hwso,kalg,ldad"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ls01","15","3408","224","lc01,hwso,sf2,sefl","sf2","lc01,hwso,sefl"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ls02","16","3632","224","lc02,hwso,sh2,sehp","sh2","lc02,hwso,sehp"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","lc01","17","3856","240","hwso,sf0,sefl,sf1","sf0,sf1","hwso,sefl"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","lc02","18","4096","240","hwso,sh0,sehp,sh1","sh0,sh1","hwso,sehp"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","sit0","19","4336","224","si0,si1","si0,si1",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","sit1","20","4560","160","si1","si1",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","sit2","21","4720","192","si2","si2",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","cait","22","4912","224","hwmg,mi0,mi1","mi0,mi1","hwmg"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","canj","23","5136","192","mn0,hwmg,sei5","mn0","hwmg,sei5"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","casm","24","5328","192","ms0,hwmg,ner4","ms0","hwmg,ner4"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ssnj","25","5520","192","mn1,mn2","mn1,mn2",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","shnj","26","5712","192","hwmg,ner3,stnj,ssnj,wash","","hwmg,ner3,stnj,ssnj,wash"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","shsm","27","5904","192","hwmg,eis2,stsm,sssm,wash","","hwmg,eis2,stsm,sssm,wash"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","sssm","28","6096","192","ms1,ms2","ms1,ms2",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","stnd","29","6288","160","std","std",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","calg","30","6448","144","hwso","","hwso"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","shlg","31","6592","160","hwso,wash","","hwso,wash"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","shit","32","6752","176","chit,hwmg,ssit,wash","","chit,hwmg,ssit,wash"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","res2","33","6928","192","rx2","rx2",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","cast","34","7120","160","mb0","mb0",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","cawh","35","7280","192","hwmg,mw0,ner2","mw0","hwmg,ner2"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","cabk","36","7472","192","hwmg,mb0,ner1","mb0","hwmg,ner1"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","kf&h","37","7664","144","sefl,sehp","","sefl,sehp"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","lc00","38","7808","224","sk1,vsng","sk1","vsng"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ls00","39","8032","240","lc00,sk2,ksng","sk2","lc00,ksng"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","init","40","8272","128","hwpc","","hwpc"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","@tr0","41","8400","192","wlk,idl","wlk,idl",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","@tl0","42","8592","192","wlk,idl","wlk,idl",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","gurd","43","8784","144","","",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","damg","44","8928","208","chit,sdam,vdam","","chit,sdam,vdam"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","chit","45","9136","144","se h,ef h","","se h,ef h"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","sway","46","9280","128","vswy","","vswy"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","dead","47","9408","240","ded,vded,cor","ded,cor","vded"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","pop0","48","9648","176","init","","init"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","corp","49","9824","160","cor","cor",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","res1","50","9984","160","rx1","rx1",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","res0","51","10144","224","rx0,rx1","rx0,rx1",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","shwh","52","10368","192","hwmg,stwh,eis4,sswh,wash","","hwmg,stwh,eis4,sswh,wash"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","shbk","53","10560","192","hwmg,stbk,eis3,ssbk,wash","","hwmg,stbk,eis3,ssbk,wash"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ssbk","54","10752","192","mb1,mb2","mb1,mb2",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ssit","55","10944","192","mi2,mi3","mi2,mi3",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","sswh","56","11136","192","mw1,mw2","mw1,mw2",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ssso","57","11328","192","mw1,mw2","mw1,mw2",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","lhit","58","11520","144","eflg,selg","","eflg,selg"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ldam","59","11664","208","lhit,sdam,vdam","","lhit,sdam,vdam"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","shso","60","11872","176","stso,eis6,waso","","stso,eis6,waso"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","caso","61","12048","144","ner5","","ner5"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","pary","62","12192","144","","",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","cabl","63","12336","192","ma0,hwmg,neao","ma0","hwmg,neao"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ssbl","64","12528","192","ma1,ma2","ma1,ma2",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","shbl","65","12720","192","hwmg,stbl,shao,ssbl,wash","","hwmg,stbl,shao,ssbl,wash"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","cage","66","12912","128","","",""
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","ls11","67","13040","272","lc11,eigc,stgc,gc2","gc2","lc11,eigc,stgc"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","lc10","68","13312","288","stgh,negh,gh0,gh1","gh0,gh1","stgh,negh"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","shge","69","13600","144","waso","","waso"
"Hume Female","Skeleton + Base Tex","ROM/32/58.dat","shfa","70","13744","192","hwmg,stfa,eifa,sssm,wash","","hwmg,stfa,eifa,sssm,wash"
"Hume Female","Animation set 0","ROM/36/117.dat","cnl0","1","32","208","aml,skaz,dcnt","aml","skaz,dcnt"
"Hume Female","Animation set 0","ROM/36/117.dat","cnr0","2","240","208","amr,skaz,dcnt","amr","skaz,dcnt"
"Hume Female","Animation set 0","ROM/36/117.dat","cni0","3","448","224","at0,skaz,dcnt","at0","skaz,dcnt"
"Hume Female","Animation set 0","ROM/36/117.dat","cnf0","4","672","208","amf,skaz,dcnt","amf","skaz,dcnt"
"Hume Female","Animation set 0","ROM/36/117.dat","cnb0","5","880","208","amf,skaz,dcnt","amf","skaz,dcnt"
"Hume Female","Animation set 0","ROM/36/117.dat","in 0","6","1088","208","ina,sinr","ina","sinr"
"Hume Female","Animation set 0","ROM/36/117.dat","out0","7","1296","208","ota,sotr","ota","sotr"
"Hume Female","Animation set 0","ROM/36/117.dat","atl0","8","1504","208","aml,skaz,dada","aml","skaz,dada"
"Hume Female","Animation set 0","ROM/36/117.dat","atr0","9","1712","208","amr,skaz,dada","amr","skaz,dada"
"Hume Female","Animation set 0","ROM/36/117.dat","ati2","10","1920","224","at2,skaz,dada","at2","skaz,dada"
"Hume Female","Animation set 0","ROM/36/117.dat","ati1","11","2144","224","at1,skaz,dada","at1","skaz,dada"
"Hume Female","Animation set 0","ROM/36/117.dat","ati0","12","2368","224","at0,skaz,dada","at0","skaz,dada"
"Hume Female","Animation set 0","ROM/36/117.dat","atf0","13","2592","208","amf,skaz,dada","amf","skaz,dada"
"Hume Female","Animation set 0","ROM/36/117.dat","atb0","14","2800","208","amb,skaz,dada","amb","skaz,dada"
"Hume Female","Animation set 0","ROM/36/117.dat","cnt0","15","3008","160","hwat,vswy","","hwat,vswy"
"Hume Female","Animation set 0","ROM/36/117.dat","atk0","16","3168","160","hwat,vatk","","hwat,vatk"
"Hume Female","Animation set 1","ROM/37/13.dat","em02","1","32","160","sl1","sl1",""
"Hume Female","Animation set 1","ROM/37/13.dat","em01","2","192","160","poi","poi",""
"Hume Female","Animation set 1","ROM/37/13.dat","em06","3","352","160","lau","lau",""
"Hume Female","Animation set 1","ROM/37/13.dat","em00","4","512","160","bow","bow",""
"Hume Female","Animation set 1","ROM/37/13.dat","em04","5","672","160","sl3","sl3",""
"Hume Female","Animation set 1","ROM/37/13.dat","em03","6","832","160","sl2","sl2",""
"Hume Female","Animation set 1","ROM/37/13.dat","em07","7","992","160","wee","wee",""
"Hume Female","Animation set 1","ROM/37/13.dat","em05","8","1152","160","kne","kne",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","shge","3","576","144","waso","","waso"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","gur1","4","720","192","chit,sdam,vdam","","chit,sdam,vdam"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","stnd","5","912","160","std","std",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","calg","6","1072","144","hwso","","hwso"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","shlg","7","1216","160","hwso,wash","","hwso,wash"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","shit","8","1376","176","chit,hwmg,ssit,wash","","chit,hwmg,ssit,wash"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","res2","9","1552","192","rx2","rx2",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","cast","10","1744","160","mb0","mb0",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","cawh","11","1904","192","hwmg,mw0,ner2","mw0","hwmg,ner2"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","cabk","12","2096","192","hwmg,mb0,ner1","mb0","hwmg,ner1"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","kf&h","13","2288","144","sefl,sehp","","sefl,sehp"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","pary","14","2432","144","","",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","lhit","15","2576","144","eflg,selg","","eflg,selg"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ldam","16","2720","208","lhit,sdam,vdam","","lhit,sdam,vdam"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ls06","17","2928","256","lc06,hwso,yu2,kalg,ldad,lgot","yu2","lc06,hwso,kalg,ldad,lgot"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","lc06","18","3184","224","yu0,lgin,yu1","yu0,yu1","lgin"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ls04","19","3408","272","lc04,hwso,na2,kalg,ldad,chlg,lgot","na2","lc04,hwso,kalg,ldad,chlg,lgot"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","lc04","20","3680","224","na0,lgin,na1","na0,na1","lgin"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ls03","21","3904","256","lc03,hwso,gu2,kalg,ldad,lgot","gu2","lc03,hwso,kalg,ldad,lgot"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","lc03","22","4160","224","gu0,lgin,gu1","gu0,gu1","lgin"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","@tr0","23","4384","192","wlk,idl","wlk,idl",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","@tl0","24","4576","192","wlk,idl","wlk,idl",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","shso","25","4768","176","stso,eis6,waso","","stso,eis6,waso"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","gurd","26","4944","144","","",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","damg","27","5088","208","chit,sdam,vdam","","chit,sdam,vdam"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","res1","28","5296","160","rx1","rx1",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","res0","29","5456","224","rx0,rx1","rx0,rx1",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","corp","30","5680","160","cor","cor",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","pop0","31","5840","176","init","","init"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","init","32","6016","128","hwpc","","hwpc"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","casm","33","6144","192","ms0,hwmg,ner4","ms0","hwmg,ner4"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","canj","34","6336","192","mn0,hwmg,sei5","mn0","hwmg,sei5"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","shwh","35","6528","192","hwmg,stwh,eis4,sswh,wash","","hwmg,stwh,eis4,sswh,wash"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","shbk","36","6720","192","hwmg,stbk,eis3,ssbk,wash","","hwmg,stbk,eis3,ssbk,wash"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","shsm","37","6912","192","hwmg,eis2,stsm,sssm,wash","","hwmg,eis2,stsm,sssm,wash"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","shnj","38","7104","192","hwmg,ner3,stnj,ssnj,wash","","hwmg,ner3,stnj,ssnj,wash"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","caso","39","7296","144","ner5","","ner5"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ssbk","40","7440","192","mb1,mb2","mb1,mb2",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ssit","41","7632","192","mi2,mi3","mi2,mi3",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ssnj","42","7824","192","mn1,mn2","mn1,mn2",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","sssm","43","8016","192","ms1,ms2","ms1,ms2",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","sswh","44","8208","192","mw1,mw2","mw1,mw2",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","dead","45","8400","240","vded,ded,cor","ded,cor","vded"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","sway","46","8640","128","vswy","","vswy"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","chit","47","8768","144","se h,ef h","","se h,ef h"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ls00","48","8912","240","lc00,sk2,ksng","sk2","lc00,ksng"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ls01","49","9152","224","lc01,hwso,sf2,sefl","sf2","lc01,hwso,sefl"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ls02","50","9376","224","lc02,hwso,sh2,sehp","sh2","lc02,hwso,sehp"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","lc05","51","9600","224","na0,lgin,na1","na0,na1","lgin"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ls05","52","9824","240","lc05,hwso,na3,kalg,ldad","na3","lc05,hwso,kalg,ldad"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","lc01","53","10064","240","hwso,sf0,sefl,sf1","sf0,sf1","hwso,sefl"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","lc02","54","10304","240","hwso,sh0,sehp,sh1","sh0,sh1","hwso,sehp"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","lc00","55","10544","224","sk1,vsng","sk1","vsng"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","cait","56","10768","224","hwmg,mi0,mi1","mi0,mi1","hwmg"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","sit2","57","10992","192","si2","si2",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","sit1","58","11184","160","si1","si1",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","sit0","59","11344","224","si0,si1","si0,si1",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","cabl","60","11568","192","ma0,hwmg,neao","ma0","hwmg,neao"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","shbl","61","11760","192","stbl,hwmg,shao,ssb1,wash","","stbl,hwmg,shao,ssb1,wash"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ssb1","62","11952","192","ma1,ma2","ma1,ma2",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","cage","63","12144","128","","",""
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","lc10","64","12272","288","stgh,negh,gh0,gh1","gh0,gh1","stgh,negh"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ls10","65","12560","272","lc10,eigh,stgh,gh2","gh2","lc10,eigh,stgh"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","lc11","66","12832","288","stgc,negc,gc0,gc1","gc0,gc1","stgc,negc"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","ls11","67","13120","272","lc11,stgc,eigc,gc2","gc2","lc11,stgc,eigc"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","cafa","68","13392","192","ms0,hwmg,nefa","ms0","hwmg,nefa"
"Hume Male","Skeleton + Base Tex","ROM/27/82.dat","shfa","69","13584","192","eifa,hwmg,stfa,sssm,wash","","eifa,hwmg,stfa,sssm,wash"
"Hume Male","Animation set 0","ROM/32/13.dat","out1","1","32","208","otb,sotr","otb","sotr"
"Hume Male","Animation set 0","ROM/32/13.dat","in 1","2","240","208","inb,sinr","inb","sinr"
"Hume Male","Animation set 0","ROM/32/13.dat","ati2","3","448","224","at2,skaz,dada","at2","skaz,dada"
"Hume Male","Animation set 0","ROM/32/13.dat","ati1","4","672","224","at1,skaz,dada","at1","skaz,dada"
"Hume Male","Animation set 0","ROM/32/13.dat","atb0","5","896","208","amb,skaz,dada","amb","skaz,dada"
"Hume Male","Animation set 0","ROM/32/13.dat","atf0","6","1104","208","amb,skaz,dada","amb","skaz,dada"
