zone_id,zone_name,lsb_zone_enum,official_region_id,official_region_enum,official_region_name,lore_region,note
245,Lower Jeuno,LOWER_JEUNO,22,JEUNO,Jeuno,Jeuno,
246,Port Jeuno,PORT_JEUNO,22,JEUNO,Jeuno,Jeuno,
247,Rabao,RABAO,12,KUZOTZ,Kuzotz,Kuzotz,
248,Selbina,SELBINA,1,ZULKHEIM,Zulkheim,Zulkheim,
249,Mhaura,MHAURA,6,KOLSHUSHU,Kolshushu,Kolshushu,
250,Kazham,KAZHAM,14,ELSHIMO_LOWLANDS,Elshimo Lowlands,Elshimo Lowlands,
251,Hall of the Gods,HALL_OF_THE_GODS,11,LITELOR,Li'Telor,Li'Telor,
252,Norg,NORG,14,ELSHIMO_LOWLANDS,Elshimo Lowlands,Elshimo Lowlands,
253,Abyssea - Uleguerand,ABYSSEA_ULEGUERAND,41,ABYSSEA,Abyssea,Abyssea,
254,Abyssea - Grauberg,ABYSSEA_GRAUBERG,41,ABYSSEA,Abyssea,Abyssea,
255,Abyssea - Empyreal Paradox,ABYSSEA_EMPYREAL_PARADOX,41,ABYSSEA,Abyssea,Abyssea,
256,Western Adoulin,WESTERN_ADOULIN,44,ADOULIN_ISLANDS,Adoulin Islands,Adoulin Islands,
257,Eastern Adoulin,EASTERN_ADOULIN,44,ADOULIN_ISLANDS,Adoulin Islands,Adoulin Islands,
258,Rala Waterways,RALA_WATERWAYS,44,ADOULIN_ISLANDS,Adoulin Islands,Adoulin Islands,
259,Rala Waterways [U],RALA_WATERWAYS_U,44,ADOULIN_ISLANDS,Adoulin Islands,Adoulin Islands,
260,Yahse Hunting Grounds,YAHSE_HUNTING_GROUNDS,45,EAST_ULBUKA,East Ulbuka,East Ulbuka,
261,Ceizak Battlegrounds,CEIZAK_BATTLEGROUNDS,45,EAST_ULBUKA,East Ulbuka,East Ulbuka,
262,Foret de Hennetiel,FORET_DE_HENNETIEL,45,EAST_ULBUKA,East Ulbuka,East Ulbuka,
263,Yorcia Weald,YORCIA_WEALD,255,UNKNOWN,Unknown / no official region,East Ulbuka,Seekers of Adoulin field area.
264,Yorcia Weald [U],YORCIA_WEALD_U,255,UNKNOWN,Unknown / no official region,East Ulbuka,Skirmish/instanced Yorcia Weald area.
265,Morimar Basalt Fields,MORIMAR_BASALT_FIELDS,45,EAST_ULBUKA,East Ulbuka,East Ulbuka,
266,Marjami Ravine,MARJAMI_RAVINE,255,UNKNOWN,Unknown / no official region,East Ulbuka,Seekers of Adoulin field area.
267,Kamihr Drifts,KAMIHR_DRIFTS,255,UNKNOWN,Unknown / no official region,East Ulbuka,Seekers of Adoulin field area.
268,Sih Gates,SIH_GATES,45,EAST_ULBUKA,East Ulbuka,East Ulbuka,
269,Moh Gates,MOH_GATES,45,EAST_ULBUKA,East Ulbuka,East Ulbuka,
270,Cirdas Caverns,CIRDAS_CAVERNS,45,EAST_ULBUKA,East Ulbuka,East Ulbuka,
271,Cirdas Caverns [U],CIRDAS_CAVERNS_U,45,EAST_ULBUKA,East Ulbuka,East Ulbuka,
272,Dho Gates,DHO_GATES,255,UNKNOWN,Unknown / no official region,East Ulbuka,Seekers of Adoulin gates/cavern area.
273,Woh Gates,WOH_GATES,255,UNKNOWN,Unknown / no official region,East Ulbuka,Seekers of Adoulin gates/cavern area.
274,Outer Ra'Kaznar,OUTER_RAKAZNAR,255,UNKNOWN,Unknown / no official region,East Ulbuka,Ra'Kaznar underworld area.
275,Outer Ra'Kaznar [U],OUTER_RAKAZNAR_U1,255,UNKNOWN,Unknown / no official region,East Ulbuka,Instanced Ra'Kaznar underworld area.
276,Ra'Kaznar Inner Court,RAKAZNAR_INNER_COURT,255,UNKNOWN,Unknown / no official region,East Ulbuka,Ra'Kaznar underworld area.
277,Ra'Kaznar Turris,RAKAZNAR_TURRIS,255,UNKNOWN,Unknown / no official region,East Ulbuka,Ra'Kaznar underworld battlefield.
278,Gwora - Corridor,GWORA_CORRIDOR,255,UNKNOWN,Unknown / no official region,East Ulbuka,"Gwora Corridor, underworld/Sortie area tied to RaKaznar/Ulbuka."
279,Walk of Echoes [P2],WALK_OF_ECHOES_P2,255,UNKNOWN,Unknown / no official region,The Threshold,Walk of Echoes phase 2.
280,Mog Garden,MOG_GARDEN,255,UNKNOWN,Unknown / no official region,Mog Garden,Private Mog Garden island.
281,Leafallia,LEAFALLIA,255,UNKNOWN,Unknown / no official region,East Ulbuka,"Leafallia, Seekers of Adoulin area."
282,Mount Kamihr,MOUNT_KAMIHR,255,UNKNOWN,Unknown / no official region,East Ulbuka,"Mount Kamihr, Seekers of Adoulin area."
283,Silver Knife,SILVER_KNIFE,255,UNKNOWN,Unknown / no official region,Silver Sea / Open Sea Route,Silver Knife transport/ship zone.
284,Celennia Memorial Library,CELENNIA_MEMORIAL_LIBRARY,255,UNKNOWN,Unknown / no official region,Adoulin Islands,Library in Western Adoulin.
285,Feretory,FERETORY,255,UNKNOWN,Unknown / no official region,Feretory,Monstrosity feretory area.
286,Zone 286,286,255,UNKNOWN,Unknown / no official region,Internal / Unused,Unnamed/unused client zone.
287,Maquette Abdhaljs-Legion [B],MAQUETTE_ABDHALJS_LEGION_B,43,ABDHALJS,Abdhaljs,Abdhaljs,
288,Escha - Zi'Tah,ESCHA_ZITAH,255,UNKNOWN,Unknown / no official region,Escha - Zi'Tah,Escha instance based on ZiTah.
289,Escha - Ru'Aun,ESCHA_RUAUN,255,UNKNOWN,Unknown / no official region,Escha - Ru'Aun,Escha instance based on RuAun.
290,Desuetia - Empyreal Paradox,DESUETIA_EMPYREAL_PARADOX,255,UNKNOWN,Unknown / no official region,Desuetia,Rhapsodies of VanaDiel Empyreal Paradox instance.
291,Reisenjima,REISENJIMA,255,UNKNOWN,Unknown / no official region,Reisenjima,Rhapsodies of VanaDiel island region.
292,Reisenjima Henge,REISENJIMA_HENGE,255,UNKNOWN,Unknown / no official region,Reisenjima,Reisenjima Henge battlefield.
293,Reisenjima Sanctorium,REISENJIMA_SANCTORIUM,255,UNKNOWN,Unknown / no official region,Reisenjima,Reisenjima Sanctorium battlefield.
294,Dynamis - San d'Oria [D],DYNAMIS_SAN_DORIA_D,255,UNKNOWN,Unknown / no official region,Dynamis - Divergence,Divergence version of San d'Oria.
295,Dynamis - Bastok [D],DYNAMIS_BASTOK_D,255,UNKNOWN,Unknown / no official region,Dynamis - Divergence,Divergence version of Bastok.
296,Dynamis - Windurst [D],DYNAMIS_WINDURST_D,255,UNKNOWN,Unknown / no official region,Dynamis - Divergence,Divergence version of Windurst.
297,Dynamis - Jeuno [D],DYNAMIS_JEUNO_D,255,UNKNOWN,Unknown / no official region,Dynamis - Divergence,Divergence version of Jeuno.
298,Walk of Echoes [P1],WALK_OF_ECHOES_P1,255,UNKNOWN,Unknown / no official region,The Threshold,Walk of Echoes phase 1.
299,Gwora - Throne Room,GWORA_THRONE_ROOM,255,UNKNOWN,Unknown / no official region,East Ulbuka,"Gwora Throne Room, Sortie/underworld endpoint."
