zone_id,zone_name,model_dat,chunk_index,chunk_offset,chunk_name,chunk_type,chunk_size,payload_size,material,valid_type25,parse_reason,header_words,vertex_count,triangles,bad_triangles,pos_ofs,attr_ofs,uv_ofs,index_ofs,pos_min_x,pos_max_x,pos_min_y,pos_max_y,pos_min_z,pos_max_z,uv_min_u,uv_max_u,uv_min_v,uv_max_v,first_ascii
58,Silver Sea route to Nashmau,ROM4/0/11.DAT,1828,0x78E890,tor3,0x25,18816,18800,effect  tor2,no,bad_index_range,0001 0005 0050 0171 42F8 0089 2FB4 3620,369,0,0,137,12212,13856,17144,,,,,,,,,,,
58,Silver Sea route to Nashmau,ROM4/0/11.DAT,1997,0x79EE80,tare,0x21,192,176,smoke   tare,,,0001 0001 0100 0101 6D73 6B6F 2065 2020 6174 6572 2020 2020,,,,,,,,,,,,,,,,,,
58,Silver Sea route to Nashmau,ROM4/0/11.DAT,1998,0x79EF40,moku,0x21,192,176,smoke   mok1,,,0001 0001 0100 0101 6D73 6B6F 2065 2020 6F6D 316B 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,123,0x4BD80,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,152,0x6D000,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,223,0xCE8C0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,224,0xCEFE0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,244,0xE8890,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,468,0x181790,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,498,0x1B3670,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,528,0x1D5B70,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,561,0x210E40,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,594,0x26AF00,gras,0x21,192,176,wind    grass2,,,0000 0001 0100 0001 6977 646E 2020 2020 7267 7361 3273 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,595,0x26AFC0,gra1,0x21,192,176,wind    grass2,,,0000 0001 0100 0001 6977 646E 2020 2020 7267 7361 3273 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,619,0x285D40,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,1823,0x74D2F0,tor4,0x25,3824,3808,effect  tor2,no,bad_index_range,0001 0002 0024 0064 0CD0 002C 06A0 08B0,100,0,0,44,1696,2224,3280,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,1824,0x74E1E0,tor3,0x25,18816,18800,effect  tor2,no,bad_index_range,0001 0005 0050 0171 42F8 0089 2FB4 3620,369,0,0,137,12212,13856,17144,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,2009,0x763E20,tare,0x21,192,176,smoke   tare,,,0001 0001 0100 0101 6D73 6B6F 2065 2020 6174 6572 2020 2020,,,,,,,,,,,,,,,,,,
59,Silver Sea route to Al Zahbi,ROM4/0/12.DAT,2010,0x763EE0,moku,0x21,192,176,smoke   mok1,,,0001 0001 0100 0101 6D73 6B6F 2065 2020 6F6D 316B 2020 2020,,,,,,,,,,,,,,,,,,
60,The Ashu Talif,ROM4/0/13.DAT,438,0x609380,soul,0x21,2416,2400,soulgt  soulanm,,,0000 0010 1000 0010 6F73 6C75 7467 2020 6F73 6C75 6E61 206D,,,,,,,,,,,,,,,,,,
61,Mount Zhayolm,ROM4/0/14.DAT,331,0xA9B250,esun,0x21,208,192,lf00    esun,,,0000 0001 0101 0001 666C 3030 2020 2020 7365 6E75 2020 2020,,,,,,,,,,,,,,,,,,
61,Mount Zhayolm,ROM4/0/14.DAT,332,0xA9B320,lf00,0x21,4448,4432,lf00    lf00,,,0000 001A 1A01 001B 666C 3030 2020 2020 666C 3030 2020 2020,,,,,,,,,,,,,,,,,,
61,Mount Zhayolm,ROM4/0/14.DAT,561,0xB64680,lf04,0x21,4448,4432,lf04    lf04,,,0000 001A 1A01 001B 666C 3430 2020 2020 666C 3430 2020 2020,,,,,,,,,,,,,,,,,,
61,Mount Zhayolm,ROM4/0/14.DAT,562,0xB657E0,esun,0x21,208,192,lf04    esun,,,0000 0001 0101 0001 666C 3430 2020 2020 7365 6E75 2020 2020,,,,,,,,,,,,,,,,,,
61,Mount Zhayolm,ROM4/0/14.DAT,652,0xBC7D00,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
61,Mount Zhayolm,ROM4/0/14.DAT,653,0xBC8E60,esun,0x21,208,192,lf03    esun,,,0000 0001 0101 0001 666C 3330 2020 2020 7365 6E75 2020 2020,,,,,,,,,,,,,,,,,,
61,Mount Zhayolm,ROM4/0/14.DAT,823,0xC7BE70,lf03,0x21,4448,4432,lf05    lf03,,,0000 001A 1A01 001B 666C 3530 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
61,Mount Zhayolm,ROM4/0/14.DAT,824,0xC7CFD0,esun,0x21,208,192,lf05    esun,,,0000 0001 0101 0001 666C 3530 2020 2020 7365 6E75 2020 2020,,,,,,,,,,,,,,,,,,
61,Mount Zhayolm,ROM4/0/14.DAT,912,0xCB4650,esun,0x21,208,192,lf02    esun,,,0000 0001 0101 0001 666C 3230 2020 2020 7365 6E75 2020 2020,,,,,,,,,,,,,,,,,,
61,Mount Zhayolm,ROM4/0/14.DAT,913,0xCB4720,lf03,0x21,4448,4432,lf02    lf03,,,0000 001A 1A01 001B 666C 3230 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,407,0x9DE3C0,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,460,0xA32B40,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,461,0xA33260,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,506,0xA402A0,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,545,0xAB1ED0,gras,0x21,192,176,wind    grass2,,,0000 0001 0100 0001 6977 646E 2020 2020 7267 7361 3273 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,546,0xAB1F90,gra1,0x21,192,176,wind    grass2,,,0000 0001 0100 0001 6977 646E 2020 2020 7267 7361 3273 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,565,0xAC7CE0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,566,0xAC8400,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,575,0xAD1100,lf03,0x21,4448,4432,lf01    lf03,,,0000 001A 1A01 001B 666C 3130 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,619,0xB38C50,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,718,0xBD4D40,suii,0x21,192,176,effect  suit,,,0000 0001 0100 0001 6665 6566 7463 2020 7573 7469 2020 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,719,0xBD4E00,hon4,0x21,7088,7072,effect  hon3,,,0000 0020 2000 0030 6665 6566 7463 2020 6F68 336E 2020 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,720,0xBD69B0,kem1,0x21,192,176,effect  kem1,,,0000 0001 0100 0001 6665 6566 7463 2020 656B 316D 2020 2020,,,,,,,,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,721,0xBD6A70,saka,0x25,19200,19184,effect  sakk,no,bad_index_range,0001 0004 005B 0186 4298 00B2 2990 31E8,390,0,0,178,10640,12776,17048,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,722,0xBDB570,hkb1,0x25,18816,18800,effect  huk1,no,bad_index_range,0001 0002 0085 024E 3ED0 00E2 1F08 29A0,590,0,0,226,7944,10656,16080,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,723,0xBDFEF0,hkc1,0x25,26752,26736,effect  huk2,no,bad_index_range,0001 0004 0083 0250 5DC0 00E4 3DB0 4860,592,0,0,228,15792,18528,24000,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,724,0xBE6770,hka1,0x25,20544,20528,effect  huk1,no,bad_index_range,0001 0002 0097 0284 44B8 00F4 2268 2DD8,644,0,0,244,8808,11736,17592,,,,,,,,,,,
65,Mamook,ROM4/0/18.DAT,725,0xBEB7B0,mitu,0x25,4848,4832,effect  mitu,no,bad_index_range,0001 0002 0020 0090 1010 003C 07A0 0A70,144,0,0,60,1952,2672,4112,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,467,0x8A78D0,ki00,0x25,3936,3920,d_riz02 ki00,no,bad_index_range,0001 0002 0046 0048 0DB8 0022 08F0 0A88,72,0,0,34,2288,2696,3512,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,777,0x8FD4A0,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,809,0x9383F0,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,859,0x98C3B0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,860,0x98CAD0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,880,0x9BE740,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,905,0xA072F0,gras,0x21,192,176,wind    grass2,,,0000 0001 0100 0001 6977 646E 2020 2020 7267 7361 3273 2020,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,906,0xA073B0,gra1,0x21,192,176,wind    grass2,,,0000 0001 0100 0001 6977 646E 2020 2020 7267 7361 3273 2020,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,925,0xA1D100,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,926,0xA1D820,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,932,0xA26410,lf03,0x21,4448,4432,lf01    lf03,,,0000 001A 1A01 001B 666C 3130 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,1834,0xABBDD0,hon4,0x21,7088,7072,effect  hon3,,,0000 0020 2000 0030 6665 6566 7463 2020 6F68 336E 2020 2020,,,,,,,,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,1835,0xABD980,ki00,0x25,3936,3920,effect  ki00,no,bad_index_range,0001 0002 0046 0048 0DB8 0022 08F0 0A88,72,0,0,34,2288,2696,3512,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,1836,0xABE8E0,mitu,0x25,4848,4832,effect  mitu,no,bad_index_range,0001 0002 0020 0090 1010 003C 07A0 0A70,144,0,0,60,1952,2672,4112,,,,,,,,,,,
66,Mamool Ja Training Grounds,ROM4/0/19.DAT,1924,0xAFD4A0,ki00,0x25,3936,3920,d_riz02 ki00,no,bad_index_range,0001 0002 0046 0048 0DB8 0022 08F0 0A88,72,0,0,34,2288,2696,3512,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1093,0x372C50,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1125,0x3ADBA0,lf03,0x21,2816,2800,lf03    lf03,,,0000 0010 1001 0011 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1178,0x4018D0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1179,0x401FF0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1185,0x40ABE0,lf01,0x21,2976,2960,lf01    lf01,,,0000 0011 1101 0012 666C 3130 2020 2020 666C 3130 2020 2020,,,,,,,,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1263,0x480C60,gras,0x21,192,176,wind    grass2,,,0000 0001 0100 0001 6977 646E 2020 2020 7267 7361 3273 2020,,,,,,,,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1264,0x480D20,gra1,0x21,192,176,wind    grass2,,,0000 0001 0100 0001 6977 646E 2020 2020 7267 7361 3273 2020,,,,,,,,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1283,0x496A70,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1284,0x497190,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1304,0x4C8DB0,lf03,0x21,4448,4432,lf01    lf03,,,0000 001A 1A01 001B 666C 3130 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
67,Jade Sepulcher,ROM4/0/20.DAT,1319,0x4D8E00,hon4,0x21,7088,7072,effect  hon3,,,0000 0020 2000 0030 6665 6566 7463 2020 6F68 336E 2020 2020,,,,,,,,,,,,,,,,,,
68,Aydeewa Subterrane,ROM4/0/21.DAT,357,0xA084F0,tam4,0x21,56224,56208,effect  tam3,,,0000 006F 6F00 0083 6665 6566 7463 2020 6174 336D 2020 2020,,,,,,,,,,,,,,,,,,
68,Aydeewa Subterrane,ROM4/0/21.DAT,358,0xA16090,tam1,0x21,2416,2400,effect  tam1,,,0000 0010 1000 0010 6665 6566 7463 2020 6174 316D 2020 2020,,,,,,,,,,,,,,,,,,
68,Aydeewa Subterrane,ROM4/0/21.DAT,359,0xA16A00,tam2,0x21,192,176,effect  tam2,,,0000 0001 0100 0001 6665 6566 7463 2020 6174 326D 2020 2020,,,,,,,,,,,,,,,,,,
68,Aydeewa Subterrane,ROM4/0/21.DAT,360,0xA16AC0,tam3,0x21,42944,42928,effect  tam3,,,0000 006A 6A00 0027 6665 6566 7463 2020 6174 336D 2020 2020,,,,,,,,,,,,,,,,,,
68,Aydeewa Subterrane,ROM4/0/21.DAT,361,0xA21280,tam0,0x21,192,176,effect  tam2,,,0000 0001 0100 0001 6665 6566 7463 2020 6174 326D 2020 2020,,,,,,,,,,,,,,,,,,
68,Aydeewa Subterrane,ROM4/0/21.DAT,362,0xA21340,tam5,0x21,336,320,effect  tam3,,,0000 0001 0100 0002 6665 6566 7463 2020 6174 336D 2020 2020,,,,,,,,,,,,,,,,,,
68,Aydeewa Subterrane,ROM4/0/21.DAT,363,0xA21490,suii,0x21,192,176,effect  suit,,,0000 0001 0100 0001 6665 6566 7463 2020 7573 7469 2020 2020,,,,,,,,,,,,,,,,,,
68,Aydeewa Subterrane,ROM4/0/21.DAT,364,0xA21550,kmo1,0x25,20304,20288,effect  kumo,yes,,0001 0002 00A4 00C5 427C 0110 1C3C 28FC,197,197,0,272,7228,10492,17020,-0.528844,8.29608,-0.624691,8.25326,-0.512381,8.14647,0.0078125,3,0,0.742188,
68,Aydeewa Subterrane,ROM4/0/21.DAT,365,0xA264A0,mus3,0x25,20672,20656,effect  msh3,yes,,0001 0002 00E3 01C8 4568 00F0 23A8 2EE8,456,456,0,240,9128,12008,17768,-2.00363,2.04276,-2.00363,2.04276,-1.9957,2.03843,0,1,0,1,
68,Aydeewa Subterrane,ROM4/0/21.DAT,366,0xA2B560,kmo2,0x25,21760,21744,effect  kumo,no,bad_index_range,0001 0002 00A0 0266 4848 010E 2250 2EF8,614,0,0,270,8784,12024,18504,,,,,,,,,,,
68,Aydeewa Subterrane,ROM4/0/21.DAT,367,0xA30A60,kmo3,0x25,21984,21968,effect  kumo,no,bad_index_range,0001 0002 00A4 026A 4910 0110 22D0 2F90,618,0,0,272,8912,12176,18704,,,,,,,,,,,
69,Leujaoam Sanctum,ROM4/0/22.DAT,97,0x979710,hik3,0x21,336,320,effect  hik1,,,0000 0001 0100 0002 6665 6566 7463 2020 6968 316B 2020 2020,,,,,,,,,,,,,,,,,,
69,Leujaoam Sanctum,ROM4/0/22.DAT,98,0x979860,hik2,0x21,192,176,effect  hik2,,,0000 0001 0100 0001 6665 6566 7463 2020 6968 326B 2020 2020,,,,,,,,,,,,,,,,,,
69,Leujaoam Sanctum,ROM4/0/22.DAT,99,0x979920,hik1,0x21,192,176,effect  hik1,,,0000 0001 0100 0001 6665 6566 7463 2020 6968 316B 2020 2020,,,,,,,,,,,,,,,,,,
69,Leujaoam Sanctum,ROM4/0/22.DAT,100,0x9799E0,hos3,0x21,336,320,effect  hos3,,,0000 0002 0200 0002 6665 6566 7463 2020 6F68 3373 2020 2020,,,,,,,,,,,,,,,,,,
69,Leujaoam Sanctum,ROM4/0/22.DAT,101,0x979B30,suii,0x21,192,176,effect  suit,,,0000 0001 0100 0001 6665 6566 7463 2020 7573 7469 2020 2020,,,,,,,,,,,,,,,,,,
69,Leujaoam Sanctum,ROM4/0/22.DAT,1842,0xA3F230,hos3,0x21,336,320,effect  hos3,,,0000 0002 0200 0002 6665 6566 7463 2020 6F68 3373 2020 2020,,,,,,,,,,,,,,,,,,
69,Leujaoam Sanctum,ROM4/0/22.DAT,1843,0xA3F380,hik3,0x21,336,320,effect  hik1,,,0000 0001 0100 0002 6665 6566 7463 2020 6968 316B 2020 2020,,,,,,,,,,,,,,,,,,
69,Leujaoam Sanctum,ROM4/0/22.DAT,1844,0xA3F4D0,hik2,0x21,192,176,effect  hik2,,,0000 0001 0100 0001 6665 6566 7463 2020 6968 326B 2020 2020,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,716,0x129F90,lf03,0x21,4448,4432,lf03    lf03,,,0000 001A 1A01 001B 666C 3330 2020 2020 666C 3330 2020 2020,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,747,0x130C00,cyo0,0x25,912,896,btfly   tyo1c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,748,0x130F90,cyo1,0x25,912,896,btfly   tyo2c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,749,0x131320,cyo2,0x25,912,896,btfly   tyo3c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,750,0x1316B0,cyo3,0x25,912,896,btfly   tyo4c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,785,0x156730,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,786,0x1568A0,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,792,0x15FA40,lf02,0x21,3136,3120,lf02    lf02,,,0000 0012 1201 0013 666C 3230 2020 2020 666C 3230 2020 2020,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,820,0x166010,cyo0,0x25,912,896,btfly   tyo1c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,821,0x1663A0,cyo1,0x25,912,896,btfly   tyo2c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,822,0x166730,cyo2,0x25,912,896,btfly   tyo3c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,823,0x166AC0,cyo3,0x25,912,896,btfly   tyo4c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,853,0x17FC50,lf02,0x21,3136,3120,lf02    lf02,,,0000 0012 1201 0013 666C 3230 2020 2020 666C 3230 2020 2020,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,862,0x194EE0,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,863,0x195050,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,907,0x1C4BA0,cyo0,0x25,912,896,btfly   tyo1c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,908,0x1C4F30,cyo1,0x25,912,896,btfly   tyo2c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,909,0x1C52C0,cyo2,0x25,912,896,btfly   tyo3c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,910,0x1C5650,cyo3,0x25,912,896,btfly   tyo4c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,949,0x1EC090,molf,0x21,368,352,moon    kasa,,,0000 0002 0201 0002 6F6D 6E6F 2020 2020 616B 6173 2020 2020,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,950,0x1EC200,moon,0x21,1824,1808,moon    moonshap,,,0001 000C 0C00 000C 6F6D 6E6F 2020 2020 6F6D 6E6F 6873 7061,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,956,0x1F5790,lf02,0x21,3136,3120,lf02    lf02,,,0000 0012 1201 0013 666C 3230 2020 2020 666C 3230 2020 2020,,,,,,,,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,987,0x1FBEE0,cyo0,0x25,912,896,btfly   tyo1c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,988,0x1FC270,cyo1,0x25,912,896,btfly   tyo2c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,989,0x1FC600,cyo2,0x25,912,896,btfly   tyo3c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
70,Chocobo Circuit,ROM4/5/106.DAT,990,0x1FC990,cyo3,0x25,912,896,btfly   tyo4c,no,bad_index_range,0001 0002 000C 0018 0320 0008 0200 0260,24,0,0,8,512,608,800,,,,,,,,,,,
