zone_id,zone_name,npc_index,name,record_id,record_tag,event_ref_count,event_ref_offset,position_offset,x,y,z,confidence,raw_x,raw_y,raw_z,raw_values
53,Nashmau,36,Pipiroon,20524,259,1,74512,74672,0.02,105.19,105.18,90,2,10519,10518,2 10518 10519 11 -2147476224 -2147410653 -16768733 16994352
53,Nashmau,37,Poporoon,20525,259,2,74564,74672,0.02,105.19,105.18,90,2,10519,10518,2 10518 10519 11 -2147476224 -2147410653 -16768733 16994352
53,Nashmau,38,Wata Khamazom,20526,259,1,74612,74672,0.02,105.19,105.18,90,2,10519,10518,2 10518 10519 11 -2147476224 -2147410653 -16768733 16994352
53,Nashmau,39,Guhyun,20527,259,1,74656,74672,0.02,105.19,105.18,90,2,10519,10518,2 10518 10519 11 -2147476224 -2147410653 -16768733 16994352
53,Nashmau,42,Buburoon,20530,259,44,75344,75432,152.35,0.0,-387.43,120,15235,0,-38743,15235 -38743 0 1335 18013 -35233 1306 15436
53,Nashmau,43,Zazaroon,20531,259,20,75724,75776,-140.45,19.99,-617.37,105,-14045,1999,-61737,-14045 -61737 1999 2082 40 -9636 -50530 78
53,Nashmau,44,Nadeeha,20532,259,1,75888,76060,105.57,-410.94,-141.25,120,10557,-41094,-14125,10557 -14125 -41094 2415 -13181 -41192 -13170 -37720
53,Nashmau,45,Mumuroon,20533,259,22,75996,76060,105.57,-410.94,-141.25,120,10557,-41094,-14125,10557 -14125 -41094 2415 -13181 -41192 -13170 -37720
53,Nashmau,46,Kyokyoroon,20534,259,150,76196,76284,-182.28,0.0,-428.92,120,-18228,0,-42892,-18228 -42892 0 2414 -18699 -43726 -15689 -36407
53,Nashmau,49,Chuchuroon,20537,259,5,78804,78856,-67.91,0.0,-427.07,105,-6791,0,-42707,-6791 -42707 0 1126 70 -1040896 1933311 18686848
53,Nashmau,50,Tsotsoroon,20538,259,32,78948,79036,138.96,0.0,-382.06,120,13896,0,-38206,13896 -38206 0 1093 13750 -40650 14010 -35722
53,Nashmau,51,Sisiroon,20539,259,83,79308,79444,105.81,-380.37,125.76,120,10581,-38037,12576,10581 12576 -38037 2652 10302 -37994 518 8467
53,Nashmau,52,Loloroon,20540,259,12,79956,80036,210.09,-59.99,633.69,90,21009,-5999,63369,21009 63369 -5999 40 99 -1040896 1933311 18686848
53,Nashmau,53,Tataroon,20541,259,28,80156,80220,-173.81,0.0,-388.01,120,-17381,0,-38801,-17381 -38801 0 2415 -17791 -37690 -16271 -34676
53,Nashmau,54,Jojoroon,20542,259,28,80400,80472,146.77,0.0,-404.1,120,14677,0,-40410,14677 -40410 0 2904 16515 -40788 2358 8216
53,Nashmau,58,Tsutsuroon,20546,259,92,81976,82028,127.57,0.0,-400.31,120,12757,0,-40031,12757 -40031 0 3365 9321 -45840 3948 12993
53,Nashmau,60,Pyopyoroon,20548,259,139,81288,81448,107.48,-426.47,-49.69,120,10748,-42647,-4969,10748 -4969 -42647 1126 -15069 -61125 1999 2082
53,Nashmau,70,Ququroon,20558,259,251,82636,82748,-1.97,0.0,668.09,100,-197,0,66809,-197 66809 0 842 10617 40 2426 10435
53,Nashmau,71,Yadhiwa,20559,259,35,82996,83068,-276.52,-114.63,-0.78,90,-27652,-11463,-78,-27652 -78 -11463 104 1330249728 -268369072 847249407 2064384
53,Nashmau,72,Totoroon,20560,259,111,83188,83288,137.72,0.4,-441.74,120,13772,40,-44174,13772 -44174 40 1275 -36156 98 0 -4066
53,Nashmau,73,Gehuha,20561,259,1,85608,85748,63.99,0.6,2.0,105,6399,60,200,6399 200 60 551 -503040 -491521 1952808959 -266441105
53,Nashmau,77,Gessho,20565,259,107,98776,98848,-151.42,19.99,-624.73,120,-15142,1999,-62473,-15142 -62473 1999 3035 -14568 -59571 60 100
53,Nashmau,89,Liliroon,20577,259,93,112248,112380,-170.83,-60.0,680.64,120,-17083,-6000,68064,-17083 68064 -6000 2920 -17035 71598 1024 -5497
53,Nashmau,93,Yoyoroon,20581,259,354,131272,131424,717.05,36.0,-60.0,105,71705,3600,-6000,71705 -6000 3600 14 -14110 69052 843 160
53,Nashmau,94,Tsetseroon,20582,259,49,132136,132240,-54.97,-59.99,662.52,105,-5497,-5999,66252,-5497 66252 -5999 881 150 2228224 -524241 -127107073
53,Nashmau,100,Dnegan,20588,259,25,83580,83768,-10.7,0.0,-253.75,120,-1070,0,-25375,-1070 -25375 0 1245 -4226 -34300 -4493 -33593
53,Nashmau,101,Yafahb,20589,259,311,83628,83768,-10.7,0.0,-253.75,120,-1070,0,-25375,-1070 -25375 0 1245 -4226 -34300 -4493 -33593
53,Nashmau,102,Automaton,20590,259,37,84188,84284,12.44,0.0,-244.4,120,1244,0,-24440,1244 -24440 0 1378 -1906 -34060 -2511 -35288
53,Nashmau,103,Elisabeth,20591,259,148,79300,79444,105.81,-380.37,125.76,120,10581,-38037,12576,10581 12576 -38037 2652 10302 -37994 518 8467
53,Nashmau,104,Iruki-Waraki,20592,259,283,84792,84948,-473.9,-407.19,-71.07,120,-47390,-40719,-7107,-47390 -7107 -40719 3476 -17547 -34305 169 -8086
53,Nashmau,110,lamia,20598,259,9,151108,151236,-172.39,0.0,-416.4,120,-17239,0,-41640,-17239 -41640 0 2414 40 -15862 -37686 -12250
53,Nashmau,112,Galiwao,20600,259,76,80392,80472,146.77,0.0,-404.1,120,14677,0,-40410,14677 -40410 0 2904 16515 -40788 2358 8216
53,Nashmau,113,Kobdyu,20601,259,42,151452,151480,-151.08,0.0,-411.8,120,-15108,0,-41180,-15108 -41180 0 2415 40 -15862 -37686 -6656
53,Nashmau,114,Deminza,20602,259,47,151348,151376,-169.6,0.0,-396.06,120,-16960,0,-39606,-16960 -39606 0 2415 40 -15862 -37686 -6656
53,Nashmau,115,Halshaob,20603,259,12,154476,154540,276.93,-59.99,-830.92,120,27693,-5999,-83092,27693 -83092 -5999 782 11239 30 11240 11241
53,Nashmau,118,Kakkaroon,20606,259,180,179716,179792,-310.72,-340.62,182.21,120,-31072,-34062,18221,-31072 18221 -34062 1753 13 19478 -28241 18174
53,Nashmau,119,Rapipi,20607,259,203,180600,180688,65.02,0.0,-244.09,105,6502,0,-24409,6502 -24409 0 25 18008 -26679 9 17092
53,Nashmau,120,Eohoh,20608,259,138,180012,180084,-268.05,-270.54,-102.65,120,-26805,-27054,-10265,-26805 -10265 -27054 1550 -64014 180 68 3276800
53,Nashmau,121,Rutta-Watta,20609,259,237,180180,180264,56.61,0.0,-236.25,105,5661,0,-23625,5661 -23625 0 38 17581 -26017 17021 -25221
53,Nashmau,122,Kakkarroon2,20610,259,14,179684,179792,-310.72,-340.62,182.21,120,-31072,-34062,18221,-31072 18221 -34062 1753 13 19478 -28241 18174
54,Arrapago Reef,515,Irurusi,25102,259,1,41848,42004,80.18,0.01,80.2,90,8018,1,8020,8018 8020 1 22 -2147476224 -2147410653 268501795 10977282
54,Arrapago Reef,516,Ashutarihu,25103,259,1,41984,42004,80.18,0.01,80.2,90,8018,1,8020,8018 8020 1 22 -2147476224 -2147410653 268501795 10977282
54,Arrapago Reef,591,Gowam,25181,259,48,40256,40424,-78.2,-282.49,349.74,120,-7820,-28249,34974,-7820 34974 -28249 3057 40 -5597 24120 -22000
54,Arrapago Reef,594,crew3,25184,259,9,40636,40764,835.29,12.03,-96.46,105,83529,1203,-9646,83529 -9646 1203 13 -195879 85325 -8193 -201928
54,Arrapago Reef,595,Qultada,25185,259,452,39660,39816,894.78,2.23,-106.91,120,89478,223,-10691,89478 -10691 223 1180 25690 -33999 2238 3
54,Arrapago Reef,597,Imutira,25187,259,136,39108,39220,-100.0,0.14,27.91,120,-10000,14,2791,-10000 2791 14 2834 26423 -33999 1785 98
54,Arrapago Reef,598,Yazquhl,25188,259,83,39744,39816,894.78,2.23,-106.91,120,89478,223,-10691,89478 -10691 223 1180 25690 -33999 2238 3
54,Arrapago Reef,599,BLU01,25189,259,13,40728,40764,835.29,12.03,-96.46,105,83529,1203,-9646,83529 -9646 1203 13 -195879 85325 -8193 -201928
54,Arrapago Reef,600,BLU02,25190,259,6,40892,40920,878.32,12.04,-87.05,105,87832,1204,-8705,87832 -8705 1204 13 -197979 87852 -8488 30
54,Arrapago Reef,601,BLU03,25191,259,6,40984,41124,-19.06,-219.99,153.6,105,-1906,-21999,15360,-1906 15360 -21999 3392 480996 87770 -11000 4081
54,Arrapago Reef,602,Qultada,25192,259,26,36972,37004,-116.27,-220.0,213.03,120,-11627,-22000,21303,-11627 21303 -22000 2317 866 864 91 922746880
54,Arrapago Reef,609,Gessho,25199,259,40,72032,72104,-0.14,-219.99,187.21,105,-14,-21999,18721,-14 18721 -21999 1031 -458776 -407716 -3000 2048
54,Arrapago Reef,610,???,25200,259,13,72232,72304,85.9,10.24,-282.56,90,8590,1024,-28256,8590 -28256 1024 82 2228224 -524241 -127107073 8388607
54,Arrapago Reef,612,Gessho,25202,259,25,72668,72740,-1.01,-219.99,172.94,120,-101,-21999,17294,-101 17294 -21999 1024 -466 19496 -22000 691
54,Arrapago Reef,613,???,25203,259,30,72868,72948,85.9,10.24,-282.56,120,8590,1024,-28256,8590 -28256 1024 1505 15972 -22999 2610 97
54,Arrapago Reef,614,1,25204,259,31,73080,73156,-26.71,-219.99,146.99,105,-2671,-21999,14699,-2671 14699 -21999 3446 60 91 2228224 -524241
54,Arrapago Reef,615,2,25205,259,22,73272,73352,-220.0,0.6,27.2,90,-22000,60,2720,-22000 2720 60 90 2228224 -524241 -127107073 8388607
54,Arrapago Reef,616,3,25206,259,15,73460,73536,-219.99,0.6,23.68,90,-21999,60,2368,-21999 2368 60 89 2228224 -524241 -127107073 8388607
54,Arrapago Reef,617,4,25207,259,22,73644,73716,-45.14,-220.0,202.0,90,-4514,-22000,20200,-4514 20200 -22000 4090 60 90 2228224 -524241
54,Arrapago Reef,618,5,25208,259,22,73832,73912,-220.19,0.6,20.45,90,-22019,60,2045,-22019 2045 60 90 2228224 -524241 -127107073 8388607
54,Arrapago Reef,619,6,25209,259,14,74020,74088,-52.32,-220.0,173.15,90,-5232,-22000,17315,-5232 17315 -22000 3795 60 89 2228224 -524241
54,Arrapago Reef,621,Flit,25211,259,94,74604,74660,-329.96,-30.87,-225.09,120,-32996,-3087,-22509,-32996 -22509 -3087 1006 -29999 664 -1433 7424
54,Arrapago Reef,622,Mnejing,25212,259,90,75528,75568,-63.08,-272.49,-702.06,120,-6308,-27249,-70206,-6308 -70206 -27249 1509 -58531 -26259 -6969 -23012
54,Arrapago Reef,623,Ovjang,25213,259,163,75064,75204,-555.14,0.1,-262.59,120,-55514,10,-26259,-55514 -26259 10 2973 -57567 -26249 -5175 -23228
54,Arrapago Reef,624,Aphmau,25214,259,270,74848,74916,-729.5,0.4,-272.49,120,-72950,40,-27249,-72950 -27249 40 1139 -54885 -26259 -2299 -19261
54,Arrapago Reef,628,Luzaf,25218,259,230,74831,74895,46.07,0.0,2.56,105,4607,0,256,4607 256 0 3328 -1047040 -18674945 -6975489 10495
54,Arrapago Reef,629,Salabwahn,25219,259,22,75888,75916,0.2,-262.6,-522.65,90,20,-26260,-52265,20 -52265 -26260 22 3276800 16785280 58720896 1862344576
54,Arrapago Reef,672,Merrow No.1,25262,259,31,195360,195412,12.52,12.58,12.59,90,1252,1258,1259,1252 1259 1258 95 -513024 -491521 1886617599 1392521264
55,Ilrusi Atoll,158,Rune of Release,28831,259,1,264,284,73.28,0.0,0.01,90,7328,0,1,7328 1 0 38 -2147474432 -2147319807 268436005 419463170
55,Ilrusi Atoll,184,Ulbuun,28860,259,1,208,284,73.28,0.0,0.01,90,7328,0,1,7328 1 0 38 -2147474432 -2147319807 268436005 419463170
56,Periqia,217,Rune of Release,32986,259,1,1064,1084,73.28,0.0,0.01,90,7328,0,1,7328 1 0 38 -2147474432 -2147319807 268436005 419463170
57,Talacca Cove,191,Iron Gate,37067,259,1,20560,20704,-1437.48,20.9,-73.47,110,-143748,2090,-7347,-143748 -7347 2090 2300 6695 183569 -712 3860
57,Talacca Cove,192,Iron Gate,37068,259,1,20588,20704,-1437.48,20.9,-73.47,110,-143748,2090,-7347,-143748 -7347 2090 2300 6695 183569 -712 3860
57,Talacca Cove,199,Wasuhd,37075,259,165,20616,20704,-1437.48,20.9,-73.47,110,-143748,2090,-7347,-143748 -7347 2090 2300 6695 183569 -712 3860
57,Talacca Cove,200,Yazquhl,37076,259,59,21184,21236,96.5,-5.72,1883.52,90,9650,-572,188352,9650 188352 -572 1900 10262 186125 -817 3860
57,Talacca Cove,201,Gowam,37077,259,30,21532,21636,185.36,-4.58,1803.38,90,18536,-458,180338,18536 180338 -458 2088 25992 177307 -467 2851
57,Talacca Cove,202,Qultada,37078,259,65,21796,21848,188.46,-4.49,1769.9,110,18846,-449,176990,18846 176990 -449 3505 -180226 175985 39574 964
57,Talacca Cove,203,Qultada,37079,259,17,21972,21996,-1802.26,395.74,1759.85,95,-180226,39574,175985,-180226 175985 39574 964 12 -2147469568 -2147319807 32771
57,Talacca Cove,204,Qultada,37080,259,59,22028,22192,197.77,-4.24,1761.11,90,19777,-424,176111,19777 176111 -424 3057 20637 177772 -417 2100
57,Talacca Cove,205,Zweeha,37081,259,28,22140,22192,197.77,-4.24,1761.11,90,19777,-424,176111,19777 176111 -424 3057 20637 177772 -417 2100
57,Talacca Cove,206,Mutihb,37082,259,7,22300,22468,-666.48,-85.68,-1437.95,95,-66648,-8568,-143795,-66648 -143795 -8568 3164 12 3604480 41943424 8389504
61,Mount Zhayolm,465,Engraved Tablet,53723,259,1,5080,5136,-145.0,75.69,10.24,90,-14500,7569,1024,-14500 1024 7569 126 604053504 -2147385344 36012034 -2147348480
61,Mount Zhayolm,509,Rudhinaaf,53768,259,43,67968,68132,-11.0,0.02,-291.43,105,-1100,2,-29143,-1100 -29143 2 862 115 196476928 -2147385344 -2147254270
61,Mount Zhayolm,510,hei02,53769,259,44,68068,68132,-11.0,0.02,-291.43,105,-1100,2,-29143,-1100 -29143 2 862 115 196476928 -2147385344 -2147254270
61,Mount Zhayolm,513,hei05,53772,259,54,68468,68632,-4.6,0.02,-246.82,105,-460,2,-24682,-460 -24682 2 862 115 196476928 -2147385344 -2147254270
61,Mount Zhayolm,514,hei06,53773,259,42,68568,68632,-4.6,0.02,-246.82,105,-460,2,-24682,-460 -24682 2 862 115 196476928 -2147385344 -2147254270
63,Lebros Cavern,214,Rune of Release,61655,259,1,316,336,72.27,0.0,0.01,90,7227,0,1,7227 1 0 38 -2147474432 -2147319807 268436005 419463170
65,Mamook,528,Mishhar,4637,260,51,15212,15308,-915.57,9.52,-268.94,90,-91557,952,-26894,-91557 -26894 952 40 220758 -95199 -25720 218391
65,Mamook,556,Salwa-Molwa,4665,260,359,35160,35292,1119.27,149.52,-1568.2,110,111927,14952,-156820,111927 -156820 14952 3513 128737 -55833 -12073 4078
65,Mamook,557,Mikilulu,4666,260,52,34728,34844,-547.1,60.44,-989.09,90,-54710,6044,-98909,-54710 -98909 6044 49 1 40 6 90
66,Mamool Ja Training Grounds,256,Rune of Release,8449,260,1,3976,3996,73.28,0.0,0.01,90,7328,0,1,7328 1 0 38 -2147474432 -2147319807 268436005 419463170
66,Mamool Ja Training Grounds,277,Zahakahm,8472,260,1,3824,3996,73.28,0.0,0.01,90,7328,0,1,7328 1 0 38 -2147474432 -2147319807 268436005 419463170
66,Mamool Ja Training Grounds,284,Garjham,8481,260,1,3920,3996,73.28,0.0,0.01,90,7328,0,1,7328 1 0 38 -2147474432 -2147319807 268436005 419463170
67,Jade Sepulcher,204,Bashraf,12504,260,34,50192,50372,-273.89,-59.99,289.93,90,-27389,-5999,28993,-27389 28993 -5999 425 3706 234055 243960 -31006
67,Jade Sepulcher,205,Foudeel,12505,260,42,50608,50776,-284.19,-59.99,275.06,90,-28419,-5999,27506,-28419 27506 -5999 278 237828 236483 -31280 3706
67,Jade Sepulcher,206,Wahboud,12506,260,52,51716,51900,-300.35,-59.99,182.93,105,-30035,-5999,18293,-30035 18293 -5999 3398 13 239758 241738 -31547
67,Jade Sepulcher,207,Harbuhl,12507,260,61,51440,51596,-310.35,0.6,40.39,105,-31035,60,4039,-31035 4039 60 30 9 -24778 27585 -6000
67,Jade Sepulcher,208,Nizahluf,12508,260,36,51548,51596,-310.35,0.6,40.39,105,-31035,60,4039,-31035 4039 60 30 9 -24778 27585 -6000
67,Jade Sepulcher,209,Yazhaal,12509,260,37,51712,51900,-300.35,-59.99,182.93,105,-30035,-5999,18293,-30035 18293 -5999 3398 13 239758 241738 -31547
67,Jade Sepulcher,210,Minfram,12510,260,47,51844,51900,-300.35,-59.99,182.93,105,-30035,-5999,18293,-30035 18293 -5999 3398 13 239758 241738 -31547
67,Jade Sepulcher,212,Mishhar,12512,260,107,50184,50372,-273.89,-59.99,289.93,90,-27389,-5999,28993,-27389 28993 -5999 425 3706 234055 243960 -31006
67,Jade Sepulcher,228,Gessho,12528,260,123,55780,55868,-314.99,37.76,5.0,90,-31499,3776,500,-31499 500 3776 91 2228224 -524241 -127107073 8388607
67,Jade Sepulcher,234,Luzaf,12534,260,41,56840,56892,-335.35,0.01,0.01,90,-33535,1,1,-33535 1 1 8 -2147434496 78592 17051896 3
67,Jade Sepulcher,235,Flit,12535,260,54,56876,56892,-335.35,0.01,0.01,90,-33535,1,1,-33535 1 1 8 -2147434496 78592 17051896 3
67,Jade Sepulcher,236,Flit,12536,260,11,56916,56932,-335.35,0.01,0.01,90,-33535,1,1,-33535 1 1 8 -2147434496 78592 17051897 3
67,Jade Sepulcher,237,Mnejing,12537,260,11,56956,56972,-335.35,0.01,0.01,90,-33535,1,1,-33535 1 1 8 -2147434496 78592 17051898 13
68,Aydeewa Subterrane,645,???,17038,260,12,23348,23512,2.2,-7.5,-310.1,105,220,-750,-31010,220 -31010 -750 1023 15 128 120 -327690
68,Aydeewa Subterrane,648,???,17041,260,30,47796,47884,20.87,18.81,-278.23,90,2087,1881,-27823,2087 -27823 1881 85 2228224 -524241 -127107073 8388607
68,Aydeewa Subterrane,649,???,17042,260,19,48188,48304,-9.41,3.7,-273.66,90,-941,370,-27366,-941 -27366 370 85 2228224 -524241 -127107073 8388607
68,Aydeewa Subterrane,650,???,17043,260,10,48216,48304,-9.41,3.7,-273.66,90,-941,370,-27366,-941 -27366 370 85 2228224 -524241 -127107073 8388607
68,Aydeewa Subterrane,652,Raubahn,17045,260,92,48636,48744,1.28,30.72,-340.44,105,128,3072,-34044,128 -34044 3072 10 -34 -38419 12 79105
68,Aydeewa Subterrane,653,Luqrabah,17046,260,12,48992,49084,8.58,12.3,-304.32,90,858,1230,-30432,858 -30432 1230 103 2228224 -524241 -127107073 8388607
68,Aydeewa Subterrane,654,Wathdeeh,17047,260,14,49204,49296,-7.98,8.34,-304.65,90,-798,834,-30465,-798 -30465 834 103 2228224 -524241 -127107073 8388607
68,Aydeewa Subterrane,659,Kushdeel,17052,260,47,51804,51872,-265.32,22.4,359.63,90,-26532,2240,35963,-26532 35963 2240 79 2228224 -524241 -127107073 8388607
68,Aydeewa Subterrane,660,???,17053,260,26,51968,52036,-248.56,36.05,375.09,90,-24856,3605,37509,-24856 37509 3605 81 2228224 -524241 -127107073 8388607
68,Aydeewa Subterrane,662,Ovjang,17055,260,163,52448,52576,-125.55,30.72,371.92,90,-12555,3072,37192,-12555 37192 3072 40 -288028 6720 36859 -293093
68,Aydeewa Subterrane,663,Karababa,17056,260,141,52852,52936,-160.83,25.12,368.5,90,-16083,2512,36850,-16083 36850 2512 10 -285854 -40184 36804 -319250
68,Aydeewa Subterrane,664,King of Hearts,17057,260,124,53136,53224,-198.84,20.49,356.89,90,-19884,2049,35689,-19884 35689 2049 11 -286290 -38531 36833 30
68,Aydeewa Subterrane,665,Razfahd,17058,260,42,53476,53552,-175.46,29.45,368.6,90,-17546,2945,36860,-17546 36860 2945 11 -318148 -18693 36817 -313549
68,Aydeewa Subterrane,668,Rishfee,17061,260,99,57836,57924,-198.36,32.36,369.67,90,-19836,3236,36967,-19836 36967 3236 30 9 -316749 -18437 36838
68,Aydeewa Subterrane,669,Amnaf,17062,260,50,58128,58212,-201.14,31.75,369.77,90,-20114,3175,36977,-20114 36977 3175 10 -315783 -17595 36854 5
68,Aydeewa Subterrane,670,Molaal Ja,17063,260,15,58608,58680,-127.67,30.72,372.0,90,-12767,3072,37200,-12767 37200 3072 13 -323724 -6873 36807 94
68,Aydeewa Subterrane,671,Flit,17064,260,16,58808,58880,-125.28,33.0,368.06,90,-12528,3300,36806,-12528 36806 3300 38 -320834 -11506 36786 99
68,Aydeewa Subterrane,675,Rughadjeen,17068,260,123,60012,60112,797.51,-3.24,274.78,100,79751,-324,27478,79751 27478 -324 1059 79561 17912 0 1118
68,Aydeewa Subterrane,677,Najelith,17070,260,62,60384,60504,789.54,-3.16,207.76,100,78954,-316,20776,78954 20776 -316 3000 78156 21141 38 -61520
68,Aydeewa Subterrane,683,Aphmau,17076,260,84,61076,61264,-580.21,1.99,-1197.7,95,-58021,199,-119770,-58021 -119770 199 13 -52661 -122191 -199 9
68,Aydeewa Subterrane,684,Nadeey,17077,260,10,61204,61264,-580.21,1.99,-1197.7,95,-58021,199,-119770,-58021 -119770 199 13 -52661 -122191 -199 9
68,Aydeewa Subterrane,691,Eunheem,17084,260,14,61232,61264,-580.21,1.99,-1197.7,95,-58021,199,-119770,-58021 -119770 199 13 -52661 -122191 -199 9
69,Leujaoam Sanctum,90,Qiqirn Dealer,20570,260,17,736,776,73.28,0.0,0.01,90,7328,0,1,7328 1 0 38 -2147474432 -2147319807 268436005 419463170
69,Leujaoam Sanctum,174,Rune of Release,20655,260,1,756,776,73.28,0.0,0.01,90,7328,0,1,7328 1 0 38 -2147474432 -2147319807 268436005 419463170
70,Chocobo Circuit,23,Markovich,24603,260,211,411108,411292,-554.09,0.0,-798.81,105,-55409,0,-79881,-55409 -79881 0 30 -55009 -82412 52 0
70,Chocobo Circuit,24,Sakura,24604,260,201,411236,411292,-554.09,0.0,-798.81,105,-55409,0,-79881,-55409 -79881 0 30 -55009 -82412 52 0
70,Chocobo Circuit,25,Pieuje,24605,260,323,401840,401932,-540.32,0.3,-814.25,90,-54032,30,-81425,-54032 -81425 30 104 0 0 -2147483466 46080
70,Chocobo Circuit,26,Kupipi,24606,260,146,402052,402120,-540.32,0.3,-814.25,90,-54032,30,-81425,-54032 -81425 30 44 0 0 528482354 41943296
70,Chocobo Circuit,32,cameraA,24612,260,232,415116,415196,-20.0,34.5,505.32,105,-2000,3450,50532,-2000 50532 3450 1 2 -146000 2000 51409
70,Chocobo Circuit,33,cameraB,24613,260,89,415148,415196,-20.0,34.5,505.32,105,-2000,3450,50532,-2000 50532 3450 1 2 -146000 2000 51409
70,Chocobo Circuit,36,cameraA,24616,260,266,235640,235748,-20.0,34.5,505.32,105,-2000,3450,50532,-2000 50532 3450 1 2 -146000 2000 51409
70,Chocobo Circuit,37,cameraB,24617,260,93,235704,235748,-20.0,34.5,505.32,105,-2000,3450,50532,-2000 50532 3450 1 2 -146000 2000 51409
70,Chocobo Circuit,91,Iluprassa,24672,260,1,531928,532036,63.99,0.6,2.0,90,6399,60,200,6399 200 60 405 -503040 -491521 1952808959 -266441105
70,Chocobo Circuit,105,Ilsoire,24686,260,1,418832,418896,63.99,2.0,92.11,105,6399,200,9211,6399 9211 200 18 -60623 -125579 -14500 -1024
70,Chocobo Circuit,106,Foulneporde,24687,260,1,419340,419404,63.99,2.0,92.11,105,6399,200,9211,6399 9211 200 18 -60623 -125579 -14500 -1024
70,Chocobo Circuit,107,Mulaitrand,24688,260,1,419848,419912,63.99,2.0,92.11,105,6399,200,9211,6399 9211 200 18 -60623 -125579 -14500 -1024
70,Chocobo Circuit,108,Saffaullette,24689,260,1,420356,420420,63.99,2.0,92.11,105,6399,200,9211,6399 9211 200 18 -60623 -125579 -14500 -1024
70,Chocobo Circuit,109,Boirie,24690,260,1,420864,420928,63.99,2.0,92.11,105,6399,200,9211,6399 9211 200 18 -60623 -125579 -14500 -1024
70,Chocobo Circuit,129,Laujaquetemps,24710,260,1,428108,428280,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,130,Cadwyn,24711,260,1,432652,432824,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,131,Fhaht Beablrucch,24712,260,1,437196,437368,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,132,Failene,24713,260,1,441740,441912,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,133,Giancario,24714,260,1,446284,446456,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,134,Pretervout,24715,260,1,450828,451000,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,135,Sudha Rhilimanym,24716,260,1,455372,455544,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,136,Gozben,24717,260,1,459916,460088,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,137,Linus,24718,260,1,464460,464632,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,138,Olega,24719,260,1,469004,469176,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,139,Lengussant,24720,260,1,473548,473720,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,140,Cordaurie,24721,260,1,478092,478264,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,141,Roman,24722,260,1,482636,482808,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,142,Maleroune,24723,260,1,487180,487352,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,143,Rhap Talashpehn,24724,260,1,491724,491896,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,144,Gerlbotz,24725,260,1,496268,496440,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,145,Gadimo,24726,260,1,500812,500984,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,146,Piana,24727,260,1,505356,505528,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,147,Guillaulmilian,24728,260,1,509900,510072,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,148,Daipanne,24729,260,1,514444,514616,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,149,Olorinda,24730,260,1,518988,519116,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,150,Uhko Rolinzoh,24731,260,1,521576,521704,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
70,Chocobo Circuit,151,Jadamo,24732,260,1,524164,524292,-524.64,20.96,-803.52,90,-52464,2096,-80352,-52464 -80352 2096 15 223 35 144 9450
