zone_id,zone_name,entity_id,npc_name,title,status,source_url,reviewed_on,notes
96,Fort Karugo-Narugo [S],17171127,Rhant Tamhujya,,pending,,,
96,Fort Karugo-Narugo [S],17171129,Rootie-Mootie,,pending,,,
96,Fort Karugo-Narugo [S],17171130,Fului-Molai,,pending,,,
96,Fort Karugo-Narugo [S],17171131,Jedh Gibohah,,pending,,,
96,Fort Karugo-Narugo [S],17171132,Mhako Rakritteh,,pending,,,
96,Fort Karugo-Narugo [S],17171133,Rhin Prikohwan,,pending,,,
96,Fort Karugo-Narugo [S],17171134,Shehn Mahriorl,,pending,,,
96,Fort Karugo-Narugo [S],17171136,Sumah Sohlowyt,,pending,,,
96,Fort Karugo-Narugo [S],17171137,Purottoto,,pending,,,
96,Fort Karugo-Narugo [S],17171138,Galco-Ralico,,pending,,,
96,Fort Karugo-Narugo [S],17171139,Atokoko,,pending,,,
96,Fort Karugo-Narugo [S],17171140,Punacchi-Mocchi,,pending,,,
96,Fort Karugo-Narugo [S],17171141,Rormu-Rarlmu,,pending,,,
96,Fort Karugo-Narugo [S],17171142,Erpipi,,pending,,,
96,Fort Karugo-Narugo [S],17171143,Rhemi Miottih,,pending,,,
96,Fort Karugo-Narugo [S],17171144,Minchu-Rocchu,,pending,,,
96,Fort Karugo-Narugo [S],17171145,Pulkuku,,pending,,,
96,Fort Karugo-Narugo [S],17171146,Lynndi-Sarandi,,pending,,,
96,Fort Karugo-Narugo [S],17171147,Pioht Halchaih,,pending,,,
96,Fort Karugo-Narugo [S],17171148,Succulent Cactus,,pending,,,
96,Fort Karugo-Narugo [S],17171149,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
96,Fort Karugo-Narugo [S],17171150,Rotih Moalghett,,pending,,,
96,Fort Karugo-Narugo [S],17171239,Oruchacha,,pending,,,
96,Fort Karugo-Narugo [S],17171240,Logging Point,,pending,,,
96,Fort Karugo-Narugo [S],17171241,Logging Point,,pending,,,
96,Fort Karugo-Narugo [S],17171242,Logging Point,,pending,,,
96,Fort Karugo-Narugo [S],17171243,Logging Point,,pending,,,
96,Fort Karugo-Narugo [S],17171244,Logging Point,,pending,,,
96,Fort Karugo-Narugo [S],17171245,Logging Point,,pending,,,
96,Fort Karugo-Narugo [S],17171246,Gate Sentry,,pending,,,
96,Fort Karugo-Narugo [S],17171247,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
96,Fort Karugo-Narugo [S],17171270,Pecca-Pocca,,pending,,,
96,Fort Karugo-Narugo [S],17171271,Colorful Door,,pending,,,
96,Fort Karugo-Narugo [S],17171272,Sunken Hollow,,pending,,,
96,Fort Karugo-Narugo [S],17171273,Indescript Markings,,pending,,,
96,Fort Karugo-Narugo [S],17171277,Shredded Label,,pending,,,
96,Fort Karugo-Narugo [S],17171278,Warding Door,,pending,,,
96,Fort Karugo-Narugo [S],17171279,Watchful Pixie,,pending,,,
96,Fort Karugo-Narugo [S],17171281,Planar Rift,,pending,,,
96,Fort Karugo-Narugo [S],17171282,Planar Rift,,pending,,,
96,Fort Karugo-Narugo [S],17171283,Planar Rift,,pending,,,
96,Fort Karugo-Narugo [S],17171291,Survival Guide,,pending,,,
97,Meriphataud Mountains [S],17175254,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
97,Meriphataud Mountains [S],17175255,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
97,Meriphataud Mountains [S],17175256,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
97,Meriphataud Mountains [S],17175299,Stone Monument,,pending,,,
97,Meriphataud Mountains [S],17175302,"Dhen Kwherri, M.C.",,pending,,,
97,Meriphataud Mountains [S],17175305,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
97,Meriphataud Mountains [S],17175308,Telepoint,,pending,,,
97,Meriphataud Mountains [S],17175316,Cavernous Maw,,pending,,,
97,Meriphataud Mountains [S],17175318,Gate Sentry,,pending,,,
97,Meriphataud Mountains [S],17175319,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
97,Meriphataud Mountains [S],17175342,Mithran Bivouac,,pending,,,
97,Meriphataud Mountains [S],17175343,Indescript Markings,,pending,,,
97,Meriphataud Mountains [S],17175346,Peculiar Rootprints,,pending,,,
97,Meriphataud Mountains [S],17175355,Goblin Footprint,,pending,,,
97,Meriphataud Mountains [S],17175356,Lidaise,,pending,,,
97,Meriphataud Mountains [S],17175358,Shredded Label,,pending,,,
97,Meriphataud Mountains [S],17175359,Watchful Pixie,,pending,,,
97,Meriphataud Mountains [S],17175409,_2r9,,pending,,,
97,Meriphataud Mountains [S],17175423,Planar Rift,,pending,,,
97,Meriphataud Mountains [S],17175424,Planar Rift,,pending,,,
97,Meriphataud Mountains [S],17175425,Planar Rift,,pending,,,
97,Meriphataud Mountains [S],17175429,Survival Guide,,pending,,,
98,Sauromugue Champaign [S],17179267,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
98,Sauromugue Champaign [S],17179268,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
98,Sauromugue Champaign [S],17179271,Kagetora,,pending,,,
98,Sauromugue Champaign [S],17179312,Stone Monument,,pending,,,
98,Sauromugue Champaign [S],17179319,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
98,Sauromugue Champaign [S],17179320,"Marius, C.A.",,pending,,,
98,Sauromugue Champaign [S],17179329,Bulwark Gate,,pending,,,
98,Sauromugue Champaign [S],17179330,Mham Lahrih,,pending,,,
98,Sauromugue Champaign [S],17179342,Cavernous Maw,,pending,,,
98,Sauromugue Champaign [S],17179343,Fortilace,,pending,,,
98,Sauromugue Champaign [S],17179344,Abandoned Mineshaft,,pending,,,
98,Sauromugue Champaign [S],17179346,Goblin Footprint,,pending,,,
98,Sauromugue Champaign [S],17179350,Palli-Bulli,,pending,,,
98,Sauromugue Champaign [S],17179381,Indescript Markings,,pending,,,
98,Sauromugue Champaign [S],17179420,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
98,Sauromugue Champaign [S],17179514,Shredded Label,,pending,,,
98,Sauromugue Champaign [S],17179515,Watchful Pixie,,pending,,,
98,Sauromugue Champaign [S],17179517,Planar Rift,,pending,,,
98,Sauromugue Champaign [S],17179518,Planar Rift,,pending,,,
98,Sauromugue Champaign [S],17179519,Planar Rift,,pending,,,
98,Sauromugue Champaign [S],17179523,Atmacite Refiner,,pending,,,
98,Sauromugue Champaign [S],17179524,Voidwatch Officer,,pending,,,
98,Sauromugue Champaign [S],17179532,Survival Guide,,pending,,,
98,Sauromugue Champaign [S],17179535,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
99,Castle Oztroja [S],17183466,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
99,Castle Oztroja [S],17183467,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
99,Castle Oztroja [S],17183510,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
99,Castle Oztroja [S],17183511,"Ulmer, C.A.",,pending,,,
99,Castle Oztroja [S],17183548,Ethereal Spout,,pending,,,
99,Castle Oztroja [S],17183549,Ethereal Spout,,pending,,,
99,Castle Oztroja [S],17183550,Ethereal Spout,,pending,,,
99,Castle Oztroja [S],17183563,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
99,Castle Oztroja [S],17183564,Writhing Flame,,pending,,,
99,Castle Oztroja [S],17183590,Goblin Footprint,,pending,,,
99,Castle Oztroja [S],17183620,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183621,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183622,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183623,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183624,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183625,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183626,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183627,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183628,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183629,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183630,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183631,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183632,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183633,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183634,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183635,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183636,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183637,Iron Grille,,pending,,,
99,Castle Oztroja [S],17183638,Iron Grille,,pending,,,
100,West Ronfaure,17187490,Aaveleon,,pending,,,
100,West Ronfaure,17187491,Palcomondau,,pending,,,
100,West Ronfaure,17187492,Zovriace,,pending,,,
100,West Ronfaure,17187493,Esca,,pending,,,
100,West Ronfaure,17187494,Gachemage,,pending,,,
100,West Ronfaure,17187495,Adalefont,,pending,,,
100,West Ronfaure,17187496,Colmaie,,pending,,,
100,West Ronfaure,17187497,Laillera,,pending,,,
100,West Ronfaure,17187498,Chatarre,,pending,,,
100,West Ronfaure,17187499,Ramaufont,,pending,,,
100,West Ronfaure,17187500,Diadonour,,pending,,,
100,West Ronfaure,17187501,Cerite,,pending,,,
100,West Ronfaure,17187502,Laette,,pending,,,
100,West Ronfaure,17187503,Vilatroire,,pending,,,
100,West Ronfaure,17187504,Phairet,,pending,,,
100,West Ronfaure,17187505,Signpost,,pending,,,
100,West Ronfaure,17187506,Signpost,,pending,,,
100,West Ronfaure,17187507,Signpost,,pending,,,
100,West Ronfaure,17187508,Signpost,,pending,,,
100,West Ronfaure,17187509,Signpost,,pending,,,
100,West Ronfaure,17187510,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
100,West Ronfaure,17187511,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
100,West Ronfaure,17187512,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
100,West Ronfaure,17187513,Stone Monument,,pending,,,
100,West Ronfaure,17187514,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
100,West Ronfaure,17187515,Knightwell,,pending,,,
100,West Ronfaure,17187525,"Doladepaiton, R.K.",,pending,,,
100,West Ronfaure,17187528,Conquest_Banner,,pending,,,
100,West Ronfaure,17187532,"Ballie, R.K.",,pending,,,
100,West Ronfaure,17187535,Harvetour,,pending,,,
100,West Ronfaure,17187536,Conquest_Banner,,pending,,,
100,West Ronfaure,17187541,EFFECTER,,pending,,,
100,West Ronfaure,17187545,Goblin Footprint,,pending,,,
100,West Ronfaure,17187549,Field Manual,,pending,,,
100,West Ronfaure,17187550,Field Manual,,pending,,,
100,West Ronfaure,17187551,Field Parchment,,pending,,,
100,West Ronfaure,17187554,Planar Rift,,pending,,,
100,West Ronfaure,17187555,Planar Rift,,pending,,,
100,West Ronfaure,17187556,Planar Rift,,pending,,,
100,West Ronfaure,17187560,Geomagnetic Fount,,pending,,,
100,West Ronfaure,17187561,Survival Guide,,pending,,,
101,East Ronfaure,17191505,Andelain,,pending,,,
101,East Ronfaure,17191506,Croteillard,,pending,,,
101,East Ronfaure,17191507,Rayochindot,,pending,,,
101,East Ronfaure,17191508,Cheval River,,pending,,,
101,East Ronfaure,17191509,Signpost,,pending,,,
101,East Ronfaure,17191510,Signpost,,pending,,,
101,East Ronfaure,17191511,Signpost,,pending,,,
101,East Ronfaure,17191512,Signpost,,pending,,,
101,East Ronfaure,17191513,Signpost,,pending,,,
101,East Ronfaure,17191514,Signpost,,pending,,,
101,East Ronfaure,17191515,Signpost,,pending,,,
101,East Ronfaure,17191516,Signpost,,pending,,,
101,East Ronfaure,17191526,Stone Monument,,pending,,,
101,East Ronfaure,17191528,Cavernous Maw,,pending,,,
101,East Ronfaure,17191530,Logging Point,,pending,,,
101,East Ronfaure,17191531,Logging Point,,pending,,,
101,East Ronfaure,17191532,Logging Point,,pending,,,
101,East Ronfaure,17191533,Logging Point,,pending,,,
101,East Ronfaure,17191534,Logging Point,,pending,,,
101,East Ronfaure,17191535,Logging Point,,pending,,,
101,East Ronfaure,17191536,EFFECTER,,pending,,,
101,East Ronfaure,17191539,Field Manual,,pending,,,
101,East Ronfaure,17191540,Field Manual,,pending,,,
101,East Ronfaure,17191541,Field Parchment,,pending,,,
101,East Ronfaure,17191542,Ethereal Junction,,pending,,,
101,East Ronfaure,17191543,Ethereal Junction,,pending,,,
101,East Ronfaure,17191544,Ethereal Junction,,pending,,,
101,East Ronfaure,17191562,Stampeding Bison,,pending,,,
101,East Ronfaure,17191577,Planar Rift,,pending,,,
101,East Ronfaure,17191578,Planar Rift,,pending,,,
101,East Ronfaure,17191579,Planar Rift,,pending,,,
101,East Ronfaure,17191583,Geomantic Reservoir,,pending,,,
102,La Theine Plateau,17195581,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
102,La Theine Plateau,17195582,Fallen Egg,,pending,,,
102,La Theine Plateau,17195608,Equesobillot,,pending,,,
102,La Theine Plateau,17195609,Deaufrain,,pending,,,
102,La Theine Plateau,17195610,Augevinne,,pending,,,
102,La Theine Plateau,17195611,Yaucevouchat,,pending,,,
102,La Theine Plateau,17195612,Tayula,,pending,,,
102,La Theine Plateau,17195613,Laurisse,,pending,,,
102,La Theine Plateau,17195614,Narvecaint,,pending,,,
102,La Theine Plateau,17195615,Galaihaurat,,pending,,,
102,La Theine Plateau,17195616,Vicorpasse,,pending,,,
102,La Theine Plateau,17195617,Faurbellant,,pending,,,
102,La Theine Plateau,17195618,Telepoint,,pending,,,
102,La Theine Plateau,17195619,Dimensional Portal,,pending,,,
102,La Theine Plateau,17195620,Shattered Telepoint,,pending,,,
102,La Theine Plateau,17195621,Stone Monument,,pending,,,
102,La Theine Plateau,17195640,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
102,La Theine Plateau,17195643,Coumaine,,pending,,,
102,La Theine Plateau,17195644,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
102,La Theine Plateau,17195651,EFFECTER,,pending,,,
102,La Theine Plateau,17195653,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
102,La Theine Plateau,17195655,Cermet Headstone,,pending,,,
102,La Theine Plateau,17195657,Goblin Footprint,,pending,,,
102,La Theine Plateau,17195667,Cavernous Maw,,pending,,,
102,La Theine Plateau,17195679,Chocobo Tracks,,pending,,,
102,La Theine Plateau,17195682,Field Manual,,pending,,,
102,La Theine Plateau,17195683,Field Manual,,pending,,,
102,La Theine Plateau,17195684,Field Parchment,,pending,,,
102,La Theine Plateau,17195685,Ethereal Junction,,pending,,,
102,La Theine Plateau,17195686,Ethereal Junction,,pending,,,
102,La Theine Plateau,17195687,Ethereal Junction,,pending,,,
102,La Theine Plateau,17195690,Planar Rift,,pending,,,
102,La Theine Plateau,17195691,Planar Rift,,pending,,,
102,La Theine Plateau,17195692,Planar Rift,,pending,,,
102,La Theine Plateau,17195704,Nickael,,pending,,,
102,La Theine Plateau,17195724,Geomagnetic Fount,,pending,,,
102,La Theine Plateau,17195725,Ergon Locus ???,,pending,,,
102,La Theine Plateau,17195726,Geomantic Reservoir,,pending,,,
102,La Theine Plateau,17195729,Geomantic Reservoir,,pending,,,
102,La Theine Plateau,17195732,Survival Guide,,pending,,,
102,La Theine Plateau,17195770,Moogle Meeting,,pending,,,
103,Valkurm Dunes,17199695,Song Runes,,pending,,,
103,Valkurm Dunes,17199698,Stone Monument,,pending,,,
103,Valkurm Dunes,17199710,"Tsunashige, I.M.",,pending,,,
103,Valkurm Dunes,17199713,Conquest_Banner,,pending,,,
103,Valkurm Dunes,17199717,"Fighting Ant, I.M.",,pending,,,
103,Valkurm Dunes,17199719,Medicine Axe,,pending,,,
103,Valkurm Dunes,17199721,Conquest_Banner,,pending,,,
103,Valkurm Dunes,17199725,Signpost,,pending,,,
103,Valkurm Dunes,17199726,Signpost,,pending,,,
103,Valkurm Dunes,17199728,EFFECTER,,pending,,,
103,Valkurm Dunes,17199731,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
103,Valkurm Dunes,17199732,Beastmen's Banner,,pending,,,
103,Valkurm Dunes,17199734,Goblin Footprint,,pending,,,
103,Valkurm Dunes,17199735,Swirling Vortex,,pending,,,
103,Valkurm Dunes,17199736,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
103,Valkurm Dunes,17199740,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
103,Valkurm Dunes,17199743,Hieroglyphics,,pending,,,
103,Valkurm Dunes,17199755,Field Manual,,pending,,,
103,Valkurm Dunes,17199756,Field Manual,,pending,,,
103,Valkurm Dunes,17199757,Field Manual,,pending,,,
103,Valkurm Dunes,17199758,Field Parchment,,pending,,,
103,Valkurm Dunes,17199759,Ethereal Junction,,pending,,,
103,Valkurm Dunes,17199760,Ethereal Junction,,pending,,,
103,Valkurm Dunes,17199761,Ethereal Junction,,pending,,,
103,Valkurm Dunes,17199764,Planar Rift,,pending,,,
103,Valkurm Dunes,17199765,Planar Rift,,pending,,,
103,Valkurm Dunes,17199766,Planar Rift,,pending,,,
103,Valkurm Dunes,17199772,Cavernous Maw,,pending,,,
103,Valkurm Dunes,17199773,Survival Guide,,pending,,,
104,Jugner Forest,17203809,Signpost,,pending,,,
104,Jugner Forest,17203810,Signpost,,pending,,,
104,Jugner Forest,17203811,Signpost,,pending,,,
104,Jugner Forest,17203812,Signpost,,pending,,,
104,Jugner Forest,17203813,Alexius,,pending,,,
104,Jugner Forest,17203814,Stone Monument,,pending,,,
104,Jugner Forest,17203815,Crystwater Spring,,pending,,,
104,Jugner Forest,17203824,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
104,Jugner Forest,17203826,Herald,,pending,,,
104,Jugner Forest,17203827,Marshal,,pending,,,
104,Jugner Forest,17203831,Perevie,,pending,,,
104,Jugner Forest,17203854,Conquest_Banner,,pending,,,
104,Jugner Forest,17203862,Conquest_Banner,,pending,,,
104,Jugner Forest,17203864,Logging Point,,pending,,,
104,Jugner Forest,17203865,Logging Point,,pending,,,
104,Jugner Forest,17203866,Logging Point,,pending,,,
104,Jugner Forest,17203867,Logging Point,,pending,,,
104,Jugner Forest,17203868,Logging Point,,pending,,,
104,Jugner Forest,17203869,Logging Point,,pending,,,
104,Jugner Forest,17203872,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
104,Jugner Forest,17203873,Beastmen's Banner,,pending,,,
104,Jugner Forest,17203874,EFFECTER,,pending,,,
104,Jugner Forest,17203878,Goblin Footprint,,pending,,,
104,Jugner Forest,17203880,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
104,Jugner Forest,17203886,Cavernous Maw,,pending,,,
104,Jugner Forest,17203887,Field Manual,,pending,,,
104,Jugner Forest,17203888,Field Manual,,pending,,,
104,Jugner Forest,17203889,Humus-rich Earth,,pending,,,
104,Jugner Forest,17203895,Field Parchment,,pending,,,
104,Jugner Forest,17203896,Ethereal Junction,,pending,,,
104,Jugner Forest,17203897,Ethereal Junction,,pending,,,
104,Jugner Forest,17203898,Ethereal Junction,,pending,,,
104,Jugner Forest,17203923,Metallic Hodgepodge,,pending,,,
104,Jugner Forest,17203935,Cavernous Maw,,pending,,,
104,Jugner Forest,17203939,Planar Rift,,pending,,,
104,Jugner Forest,17203940,Planar Rift,,pending,,,
104,Jugner Forest,17203941,Planar Rift,,pending,,,
104,Jugner Forest,17203945,Ardrick,,pending,,,
104,Jugner Forest,17203946,Geomagnetic Fount,,pending,,,
104,Jugner Forest,17203947,Survival Guide,,pending,,,
105,Batallia Downs,17207797,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
105,Batallia Downs,17207798,Peculiar Footprints,,pending,,,
105,Batallia Downs,17207823,Stone Monument,,pending,,,
105,Batallia Downs,17207824,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
105,Batallia Downs,17207825,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
105,Batallia Downs,17207826,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
105,Batallia Downs,17207847,EFFECTER,,pending,,,
105,Batallia Downs,17207851,Goblin Footprint,,pending,,,
105,Batallia Downs,17207852,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
105,Batallia Downs,17207855,Luck Rune,,pending,,,
105,Batallia Downs,17207856,Cavernous Maw,,pending,,,
105,Batallia Downs,17207857,Lyco_Sparkles,,pending,,,
105,Batallia Downs,17207875,Field Manual,,pending,,,
105,Batallia Downs,17207876,Field Manual,,pending,,,
105,Batallia Downs,17207877,Field Parchment,,pending,,,
105,Batallia Downs,17207878,Ethereal Junction,,pending,,,
105,Batallia Downs,17207879,Ethereal Junction,,pending,,,
105,Batallia Downs,17207880,Ethereal Junction,,pending,,,
105,Batallia Downs,17207897,Weathered Gravestone,,pending,,,
105,Batallia Downs,17207936,Planar Rift,,pending,,,
105,Batallia Downs,17207937,Planar Rift,,pending,,,
105,Batallia Downs,17207938,Planar Rift,,pending,,,
105,Batallia Downs,17207942,Atmacite Refiner,,pending,,,
105,Batallia Downs,17207943,Voidwatch Officer,,pending,,,
105,Batallia Downs,17207944,Wotark,,pending,,,
105,Batallia Downs,17207946,Burrow Researcher,,pending,,,
105,Batallia Downs,17207947,Dungeon_Entrance,,pending,,,
105,Batallia Downs,17207949,Sokrov,,pending,,,
105,Batallia Downs,17207958,Acacia,,pending,,,
105,Batallia Downs,17207970,Geomantic Reservoir,,pending,,,
105,Batallia Downs,17207973,Survival Guide,,pending,,,
105,Batallia Downs,17207976,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
105,Batallia Downs,17207977,Resume Point,,pending,,,
105,Batallia Downs,17207978,Syrillia,,pending,,,
105,Batallia Downs,17207979,NPC[2ab],,pending,,,
105,Batallia Downs,17207980,NPC[2ac],,pending,,,
105,Batallia Downs,17207981,NPC[2ad],,pending,,,
105,Batallia Downs,17207982,NPC[2ae],,pending,,,
105,Batallia Downs,17207983,NPC[2af],,pending,,,
105,Batallia Downs,17207984,NPC[2b0],,pending,,,
105,Batallia Downs,17207985,NPC[2b1],,pending,,,
105,Batallia Downs,17207986,NPC[2b2],,pending,,,
105,Batallia Downs,17207987,Raptor's Food,,pending,,,
105,Batallia Downs,17207988,Raptor's Food,,pending,,,
105,Batallia Downs,17207989,Raptor's Food,,pending,,,
105,Batallia Downs,17207990,Raptor's Food,,pending,,,
105,Batallia Downs,17207991,Raptor's Food,,pending,,,
105,Batallia Downs,17207992,Raptor's Food,,pending,,,
105,Batallia Downs,17207993,Raptor's Food,,pending,,,
105,Batallia Downs,17207994,Raptor's Food,,pending,,,
105,Batallia Downs,17208001,Goblin Festival Site,,pending,,,
106,North Gustaberg,17212046,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
106,North Gustaberg,17212047,Monument,,pending,,,
106,North Gustaberg,17212048,Waterfall Base,,pending,,,
106,North Gustaberg,17212049,Stone Monument,,pending,,,
106,North Gustaberg,17212050,Hunting Bear,,pending,,,
106,North Gustaberg,17212061,"Shigezane, I.M.",,pending,,,
106,North Gustaberg,17212064,Conquest_Banner,,pending,,,
106,North Gustaberg,17212068,"Heavy Fog, I.M.",,pending,,,
106,North Gustaberg,17212070,Kuleo,,pending,,,
106,North Gustaberg,17212072,Conquest_Banner,,pending,,,
106,North Gustaberg,17212075,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
106,North Gustaberg,17212082,EFFECTER,,pending,,,
106,North Gustaberg,17212086,Goblin Footprint,,pending,,,
106,North Gustaberg,17212088,relic,,pending,,,
106,North Gustaberg,17212104,Cavernous Maw,,pending,,,
106,North Gustaberg,17212105,Lyco_Sparkles_0,,pending,,,
106,North Gustaberg,17212106,Lyco_Sparkles_1,,pending,,,
106,North Gustaberg,17212109,Cavernous Maw,,pending,,,
106,North Gustaberg,17212110,Field Manual,,pending,,,
106,North Gustaberg,17212111,Field Manual,,pending,,,
106,North Gustaberg,17212112,Field Manual,,pending,,,
106,North Gustaberg,17212113,Field Parchment,,pending,,,
106,North Gustaberg,17212116,Planar Rift,,pending,,,
106,North Gustaberg,17212117,Planar Rift,,pending,,,
106,North Gustaberg,17212118,Planar Rift,,pending,,,
106,North Gustaberg,17212122,Survival Guide,,pending,,,
106,North Gustaberg,17212148,Geomagnetic Fount,,pending,,,
107,South Gustaberg,17216172,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
107,South Gustaberg,17216173,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
107,South Gustaberg,17216174,Stone Monument,,pending,,,
107,South Gustaberg,17216177,EFFECTER,,pending,,,
107,South Gustaberg,17216181,Goblin Footprint,,pending,,,
107,South Gustaberg,17216186,Field Manual,,pending,,,
107,South Gustaberg,17216187,Field Manual,,pending,,,
107,South Gustaberg,17216188,Field Parchment,,pending,,,
107,South Gustaberg,17216189,Ethereal Junction,,pending,,,
107,South Gustaberg,17216190,Ethereal Junction,,pending,,,
107,South Gustaberg,17216191,Ethereal Junction,,pending,,,
107,South Gustaberg,17216194,Planar Rift,,pending,,,
107,South Gustaberg,17216195,Planar Rift,,pending,,,
107,South Gustaberg,17216196,Planar Rift,,pending,,,
107,South Gustaberg,17216200,Cavernous Maw,,pending,,,
107,South Gustaberg,17216217,Wandering Cloud,,pending,,,
108,Konschtat Highlands,17220107,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
108,Konschtat Highlands,17220134,Signpost,,pending,,,
108,Konschtat Highlands,17220135,Signpost,,pending,,,
108,Konschtat Highlands,17220136,Signpost,,pending,,,
108,Konschtat Highlands,17220137,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
108,Konschtat Highlands,17220138,Telepoint,,pending,,,
108,Konschtat Highlands,17220139,Dimensional Portal,,pending,,,
108,Konschtat Highlands,17220140,Shattered Telepoint,,pending,,,
108,Konschtat Highlands,17220150,Stone Monument,,pending,,,
108,Konschtat Highlands,17220152,Plaiaude,,pending,,,
108,Konschtat Highlands,17220153,blank,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
108,Konschtat Highlands,17220154,Cavernous Maw,,pending,,,
108,Konschtat Highlands,17220155,EFFECTER,,pending,,,
108,Konschtat Highlands,17220158,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
108,Konschtat Highlands,17220169,Goblin Footprint,,pending,,,
108,Konschtat Highlands,17220170,Field Manual,,pending,,,
108,Konschtat Highlands,17220171,Field Manual,,pending,,,
108,Konschtat Highlands,17220172,Field Parchment,,pending,,,
108,Konschtat Highlands,17220173,Ethereal Junction,,pending,,,
108,Konschtat Highlands,17220174,Ethereal Junction,,pending,,,
108,Konschtat Highlands,17220175,Ethereal Junction,,pending,,,
108,Konschtat Highlands,17220178,Planar Rift,,pending,,,
108,Konschtat Highlands,17220179,Planar Rift,,pending,,,
108,Konschtat Highlands,17220180,Planar Rift,,pending,,,
108,Konschtat Highlands,17220192,Clemaurent,,pending,,,
108,Konschtat Highlands,17220211,Geomagnetic Fount,,pending,,,
108,Konschtat Highlands,17220212,Ergon Locus ???,,pending,,,
108,Konschtat Highlands,17220213,Geomantic Reservoir,,pending,,,
108,Konschtat Highlands,17220216,Survival Guide,,pending,,,
109,Pashhow Marshlands,17224302,Stone Monument,,pending,,,
109,Pashhow Marshlands,17224305,Marshal,,pending,,,
109,Pashhow Marshlands,17224309,Meh Nbolo,,pending,,,
109,Pashhow Marshlands,17224328,"Mokto-Lankto, W.W.",,pending,,,
109,Pashhow Marshlands,17224331,Conquest_Banner,,pending,,,
109,Pashhow Marshlands,17224335,"Shikoko, W.W.",,pending,,,
109,Pashhow Marshlands,17224336,Tahmasp,,pending,,,
109,Pashhow Marshlands,17224339,Conquest_Banner,,pending,,,
109,Pashhow Marshlands,17224342,???,,not_applicable,,,Unnamed placeholder or door; no NPC role label.
